,hrefs
1959,http://ufcstats.com/fighter-details/1f70dd67ad507990
1960,http://ufcstats.com/fighter-details/8270c00fae24c922
1961,http://ufcstats.com/fighter-details/0db9d2486d564a3c
1962,http://ufcstats.com/fighter-details/6085ceb59087514b
1963,http://ufcstats.com/fighter-details/9681e0ce67dc978b
1964,http://ufcstats.com/fighter-details/ee624ee2a18f2a43
1965,http://ufcstats.com/fighter-details/5148a665aa527865
1966,http://ufcstats.com/fighter-details/2fc7e9701642ca38
1967,http://ufcstats.com/fighter-details/773f7feacf96153e
1968,http://ufcstats.com/fighter-details/93b62c5f2ba18e51
1969,http://ufcstats.com/fighter-details/b788862dd1c11eac
1970,http://ufcstats.com/fighter-details/cbf94e4c4af4ff6d
1971,http://ufcstats.com/fighter-details/e601d71cf8e5be22
1972,http://ufcstats.com/fighter-details/eea0274e153256a0
1973,http://ufcstats.com/fighter-details/ad044be25c94dcfd
1974,http://ufcstats.com/fighter-details/28f62d866c59c709
1975,http://ufcstats.com/fighter-details/78ac94d54aa7f378
1976,http://ufcstats.com/fighter-details/86248c84834238e7
1977,http://ufcstats.com/fighter-details/96087e90d900f0ef
1978,http://ufcstats.com/fighter-details/668222c99c5c311d
1979,http://ufcstats.com/fighter-details/9bdebbf2735d14c2
1980,http://ufcstats.com/fighter-details/84ac950d4c1722dd
1981,http://ufcstats.com/fighter-details/e26882820f9e8df5
1982,http://ufcstats.com/fighter-details/126bdc1710a8cbf4
1983,http://ufcstats.com/fighter-details/ce632027bf2a871b
1984,http://ufcstats.com/fighter-details/4887e5bc4dbb73ff
1985,http://ufcstats.com/fighter-details/6d4b63c767106d3a
1986,http://ufcstats.com/fighter-details/505934897b8b4824
1987,http://ufcstats.com/fighter-details/622f015c81a9b13a
1988,http://ufcstats.com/fighter-details/7832f2f62f04178f
1989,http://ufcstats.com/fighter-details/5a4913108a3b9190
1990,http://ufcstats.com/fighter-details/710d93f1508f7104
1991,http://ufcstats.com/fighter-details/edfe95e3c33a4bf8
1992,http://ufcstats.com/fighter-details/91acd6910b802a9e
1993,http://ufcstats.com/fighter-details/98a6b2361045898f
1994,http://ufcstats.com/fighter-details/ed74afc8b5b47a61
1995,http://ufcstats.com/fighter-details/2be6596a9db33bf5
1996,http://ufcstats.com/fighter-details/f3388d2cf7ab3f64
1997,http://ufcstats.com/fighter-details/cbd5d3cdd862e90e
1998,http://ufcstats.com/fighter-details/35e1f9984ed64206
1999,http://ufcstats.com/fighter-details/4798e823ada58fe9
2000,http://ufcstats.com/fighter-details/39831e62d12e7ad1
2001,http://ufcstats.com/fighter-details/8cf90e41646491fd
2002,http://ufcstats.com/fighter-details/a1a91dbf41a029c4
2003,http://ufcstats.com/fighter-details/f7a7f7118d4b01b6
2004,http://ufcstats.com/fighter-details/cd7bafbeee1f29a0
2005,http://ufcstats.com/fighter-details/dedc3bb440d09554
2006,http://ufcstats.com/fighter-details/e88b83dea18f5d31
2007,http://ufcstats.com/fighter-details/e25bcbcdaf6537a1
2008,http://ufcstats.com/fighter-details/68c7ad953455c73f
2009,http://ufcstats.com/fighter-details/a8d521d913df4e31
2010,http://ufcstats.com/fighter-details/7691a80e6ca3e55b
2011,http://ufcstats.com/fighter-details/da0995f19b749cfa
2012,http://ufcstats.com/fighter-details/a4bf17bd3ba3423b
2013,http://ufcstats.com/fighter-details/8bbc0cfc01bc1ba1
2014,http://ufcstats.com/fighter-details/88a9bc81271ccd89
2015,http://ufcstats.com/fighter-details/1b583c64c23f0c7f
2016,http://ufcstats.com/fighter-details/0c5c66ddd1886b83
2017,http://ufcstats.com/fighter-details/7a613f78dd7ee8f8
2018,http://ufcstats.com/fighter-details/8db1b36dde268ef6
2019,http://ufcstats.com/fighter-details/2015c944226ad2df
2020,http://ufcstats.com/fighter-details/bd878a638e0e3be3
2021,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5
2022,http://ufcstats.com/fighter-details/e7e970d508529bf3
2023,http://ufcstats.com/fighter-details/7ea1f74cef32f906
2024,http://ufcstats.com/fighter-details/369e1ce458ef50a6
2025,http://ufcstats.com/fighter-details/87aa9fb63d6b51a1
2026,http://ufcstats.com/fighter-details/1a7745388839e52b
2027,http://ufcstats.com/fighter-details/fb0b6593cec84356
2028,http://ufcstats.com/fighter-details/118463dd8db16e7f
2029,http://ufcstats.com/fighter-details/8c1ca54b5089d199
2030,http://ufcstats.com/fighter-details/ae58685caf8e4a0d
2031,http://ufcstats.com/fighter-details/7a9c1bb08a743d7f
2032,http://ufcstats.com/fighter-details/427b5953ac8e3a27
2033,http://ufcstats.com/fighter-details/8e1f36476ef02a6a
2034,http://ufcstats.com/fighter-details/938ad489fb7a1f31
2035,http://ufcstats.com/fighter-details/c21a036b4e012f1c
2036,http://ufcstats.com/fighter-details/275aca31f61ba28c
2037,http://ufcstats.com/fighter-details/3d481aa374c954a1
2038,http://ufcstats.com/fighter-details/57ab4d7c0bc09a30
2039,http://ufcstats.com/fighter-details/110404b505fb562c
2040,http://ufcstats.com/fighter-details/1fb80f46d3c105d9
2041,http://ufcstats.com/fighter-details/e5ce754b01f922be
2042,http://ufcstats.com/fighter-details/b60c980f79b87ce8
2043,http://ufcstats.com/fighter-details/d38e8c6ae2dfc051
2044,http://ufcstats.com/fighter-details/a314687f372b2cec
2045,http://ufcstats.com/fighter-details/d4270315cbcf2569
2046,http://ufcstats.com/fighter-details/dd6103dd7127db1d
2047,http://ufcstats.com/fighter-details/725a834930c2b5bf
2048,http://ufcstats.com/fighter-details/6e9f40c706f91f32
2049,http://ufcstats.com/fighter-details/9297ce6eee046f7a
2050,http://ufcstats.com/fighter-details/1c0ffc63d8ec8f45
2051,http://ufcstats.com/fighter-details/e5767ed355a937c2
2052,http://ufcstats.com/fighter-details/b6c6d1731ff00eeb
2053,http://ufcstats.com/fighter-details/a0602dd050bebefc
2054,http://ufcstats.com/fighter-details/0eef1bf99afd4ff2
2055,http://ufcstats.com/fighter-details/a23e63184c65f5b8
2056,http://ufcstats.com/fighter-details/1e1dbd1cc5a7469e
2057,http://ufcstats.com/fighter-details/ff4c3ab594c7fac3
2058,http://ufcstats.com/fighter-details/b35ba64b6a2bbcb3
2059,http://ufcstats.com/fighter-details/72e5e5a6edfa8223
2060,http://ufcstats.com/fighter-details/23a6e307077c6ccc
2061,http://ufcstats.com/fighter-details/bd21a1e3d41c97ee
2062,http://ufcstats.com/fighter-details/23a16ebe733e3041
2063,http://ufcstats.com/fighter-details/4a57ebb14315b251
2064,http://ufcstats.com/fighter-details/c7be22a47a58365a
2065,http://ufcstats.com/fighter-details/a8e6a69796280f17
2066,http://ufcstats.com/fighter-details/687c15b2eddfaa63
2067,http://ufcstats.com/fighter-details/d0e1b42d41dab603
2068,http://ufcstats.com/fighter-details/aa03a3ca00ac6827
2069,http://ufcstats.com/fighter-details/e8efeb9cf33b1941
2070,http://ufcstats.com/fighter-details/b6b12014698cc345
2071,http://ufcstats.com/fighter-details/4c91eb190d5e0dd9
2072,http://ufcstats.com/fighter-details/a08d909a5be6f410
2073,http://ufcstats.com/fighter-details/0c1773639c795466
2074,http://ufcstats.com/fighter-details/0a2813f89a758ff7
2075,http://ufcstats.com/fighter-details/045f25b3a4c08e81
2076,http://ufcstats.com/fighter-details/6a92caba39b64752
2077,http://ufcstats.com/fighter-details/abbc4fc02e0d84b3
2078,http://ufcstats.com/fighter-details/3da19339ee7051d5
2079,http://ufcstats.com/fighter-details/92c96df8bdab5fea
2080,http://ufcstats.com/fighter-details/325550dab63fb25a
2081,http://ufcstats.com/fighter-details/5331b25a60417ffb
2082,http://ufcstats.com/fighter-details/19b7738321cfae42
2083,http://ufcstats.com/fighter-details/9acf42aebe9bb895
2084,http://ufcstats.com/fighter-details/577ec7e108b94be3
2085,http://ufcstats.com/fighter-details/8a9c6c4301f6d088
2086,http://ufcstats.com/fighter-details/feffee4fc6da3aa3
2087,http://ufcstats.com/fighter-details/76729a829623e266
2088,http://ufcstats.com/fighter-details/f2477cf43c4975cc
2089,http://ufcstats.com/fighter-details/8851bb0418d27d28
2090,http://ufcstats.com/fighter-details/f8c2aba4815876b5
2091,http://ufcstats.com/fighter-details/c0386644627a7ee5
2092,http://ufcstats.com/fighter-details/3e708ce33b6b18e6
2093,http://ufcstats.com/fighter-details/2c5a0b8317f8f27a
2094,http://ufcstats.com/fighter-details/563d051c9e769b24
2095,http://ufcstats.com/fighter-details/7dcf06c1967801c1
2096,http://ufcstats.com/fighter-details/7413b80dbb0f8f9f
2097,http://ufcstats.com/fighter-details/69d3fa376ff2595e
2098,http://ufcstats.com/fighter-details/a17322f99ddfd8e9
2099,http://ufcstats.com/fighter-details/c046100aea0dba9a
2100,http://ufcstats.com/fighter-details/5b2d7906aa894274
2101,http://ufcstats.com/fighter-details/883922e5cd6d8473
2102,http://ufcstats.com/fighter-details/ca743f96dd2063d5
2103,http://ufcstats.com/fighter-details/47b9e0e7703a4868
2104,http://ufcstats.com/fighter-details/eec3fe66a8b11a26
2105,http://ufcstats.com/fighter-details/3a524c6700addc24
2106,http://ufcstats.com/fighter-details/cd42bbe8887bba90
2107,http://ufcstats.com/fighter-details/2fb6f197d1fbc779
2108,http://ufcstats.com/fighter-details/990060b2a68a7b82
2109,http://ufcstats.com/fighter-details/18e4f61f16f458c6
2110,http://ufcstats.com/fighter-details/a845f0735bc67405
2111,http://ufcstats.com/fighter-details/6e2b1d631832921d
2112,http://ufcstats.com/fighter-details/c933d423ebdbbbdb
2113,http://ufcstats.com/fighter-details/d3b5ad3b15a64a18
2114,http://ufcstats.com/fighter-details/ccdd90bd1fc7dab6
2115,http://ufcstats.com/fighter-details/f29a6350c69f4a33
2116,http://ufcstats.com/fighter-details/12585614e0ed2626
2117,http://ufcstats.com/fighter-details/a16ce18149021139
2118,http://ufcstats.com/fighter-details/c32fdfe75cda5b22
2119,http://ufcstats.com/fighter-details/2c6e81426dd7573c
2120,http://ufcstats.com/fighter-details/1a9480fc288e55d7
2121,http://ufcstats.com/fighter-details/7d96bc577e5178b2
2122,http://ufcstats.com/fighter-details/1b41c21d947d6f2f
2123,http://ufcstats.com/fighter-details/016a8d958883167c
2124,http://ufcstats.com/fighter-details/70d2329a92864fdb
2125,http://ufcstats.com/fighter-details/7e7d81bf162a5ec1
2126,http://ufcstats.com/fighter-details/ef6f45095119d416
2127,http://ufcstats.com/fighter-details/443f60bec7c3c3d5
2128,http://ufcstats.com/fighter-details/701e057d63c124d9
2129,http://ufcstats.com/fighter-details/51018a31ddf31eb2
2130,http://ufcstats.com/fighter-details/da97d6c97d09c030
2131,http://ufcstats.com/fighter-details/008dc37cca279def
2132,http://ufcstats.com/fighter-details/baed16f18348908e
2133,http://ufcstats.com/fighter-details/eff47295daf721a6
2134,http://ufcstats.com/fighter-details/11e3fd7546359fc5
2135,http://ufcstats.com/fighter-details/75f871836d41f90f
2136,http://ufcstats.com/fighter-details/5cafbc97dba2e797
2137,http://ufcstats.com/fighter-details/d52ef694108f8235
2138,http://ufcstats.com/fighter-details/08ae3100bf2100ed
2139,http://ufcstats.com/fighter-details/d0314416a7f26527
2140,http://ufcstats.com/fighter-details/b507a76087e3ed9f
2141,http://ufcstats.com/fighter-details/a3f8356ace5e3eb5
2142,http://ufcstats.com/fighter-details/49c29e57d4e2be6f
2143,http://ufcstats.com/fighter-details/1fd4fbdcc67de844
2144,http://ufcstats.com/fighter-details/e4e0993befecdaf8
2145,http://ufcstats.com/fighter-details/d90b630e0561818b
2146,http://ufcstats.com/fighter-details/523fa774700d7d3f
2147,http://ufcstats.com/fighter-details/1f9c371c93dfd3a9
2148,http://ufcstats.com/fighter-details/856ec65948b7d234
2149,http://ufcstats.com/fighter-details/237187ed9f419285
2150,http://ufcstats.com/fighter-details/f4c49976c75c5ab2
2151,http://ufcstats.com/fighter-details/00a905a4a4a2b071
2152,http://ufcstats.com/fighter-details/3414b50b08a10600
2153,http://ufcstats.com/fighter-details/f3ec0214794a699e
2154,http://ufcstats.com/fighter-details/f748267c4ab6c127
2155,http://ufcstats.com/fighter-details/3351aa64aa83c4d9
2156,http://ufcstats.com/fighter-details/9ca265dfe8323db3
2157,http://ufcstats.com/fighter-details/7be63795363029e8
2158,http://ufcstats.com/fighter-details/809bd1a871491508
2159,http://ufcstats.com/fighter-details/6488729da7ac1c79
2160,http://ufcstats.com/fighter-details/8336d7a85ce45481
2161,http://ufcstats.com/fighter-details/f215cfbd4ba3c270
2162,http://ufcstats.com/fighter-details/7be74a12d7352df2
2163,http://ufcstats.com/fighter-details/cac08b8685387ca5
2164,http://ufcstats.com/fighter-details/acd8a53f7c0ce85e
2165,http://ufcstats.com/fighter-details/7b03d9df5910917d
2166,http://ufcstats.com/fighter-details/4b47e71384a9522f
2167,http://ufcstats.com/fighter-details/813550bc53b15fb0
2168,http://ufcstats.com/fighter-details/2937cb502dda0808
2169,http://ufcstats.com/fighter-details/263af068bd986548
2170,http://ufcstats.com/fighter-details/681399317dbf4701
2171,http://ufcstats.com/fighter-details/b60391da771deefe
2172,http://ufcstats.com/fighter-details/f53fb9d9e57cc38e
2173,http://ufcstats.com/fighter-details/103b06d8707895a9
2174,http://ufcstats.com/fighter-details/27c59ac201539d10
2175,http://ufcstats.com/fighter-details/6ac9bc2953c47345
2176,http://ufcstats.com/fighter-details/c0a93b52096b7682
2177,http://ufcstats.com/fighter-details/6c7dafd03b6cc3f8
2178,http://ufcstats.com/fighter-details/41dca66f9dadfc86
2179,http://ufcstats.com/fighter-details/2aa49b3766a59bcd
2180,http://ufcstats.com/fighter-details/6eae26c44e505775
2181,http://ufcstats.com/fighter-details/eee7dafac7d672b5
2182,http://ufcstats.com/fighter-details/2b06b6ad5db63348
2183,http://ufcstats.com/fighter-details/aa5b4eff51bdc7d1
2184,http://ufcstats.com/fighter-details/672ef06fd9f41f7d
2185,http://ufcstats.com/fighter-details/8a028648f3f0761d
2186,http://ufcstats.com/fighter-details/9b7dfb3b7d99926a
2187,http://ufcstats.com/fighter-details/3795fca327cbcf23
2188,http://ufcstats.com/fighter-details/b5b684eac99ae0a3
2189,http://ufcstats.com/fighter-details/3d5b1ce6097dbb49
2190,http://ufcstats.com/fighter-details/49e49b54e5901d0d
2191,http://ufcstats.com/fighter-details/28200bc87367614f
2192,http://ufcstats.com/fighter-details/869d68b5383131fd
2193,http://ufcstats.com/fighter-details/a495f599e787614f
2194,http://ufcstats.com/fighter-details/5755960ebd0b16f6
2195,http://ufcstats.com/fighter-details/275cafc9de131c83
2196,http://ufcstats.com/fighter-details/3bc27ec15facbcf3
2197,http://ufcstats.com/fighter-details/36120738148f203f
2198,http://ufcstats.com/fighter-details/c1135a6892e916db
2199,http://ufcstats.com/fighter-details/e82d5f54daa85a7e
2200,http://ufcstats.com/fighter-details/6715e592995c8db9
2201,http://ufcstats.com/fighter-details/5bdcbd8dd681a257
2202,http://ufcstats.com/fighter-details/5823ceab56741617
2203,http://ufcstats.com/fighter-details/3623bd267a2eef2e
2204,http://ufcstats.com/fighter-details/946f341df6472ee0
2205,http://ufcstats.com/fighter-details/f5e4ce11afbdfb61
2206,http://ufcstats.com/fighter-details/79325a3c1a5c3bf4
2207,http://ufcstats.com/fighter-details/49f4b511932f71e9
2208,http://ufcstats.com/fighter-details/f903967fd320da38
2209,http://ufcstats.com/fighter-details/a36a14985a57a1c6
2210,http://ufcstats.com/fighter-details/5b5b9c6f6f270369
2211,http://ufcstats.com/fighter-details/f62850b3c7480db9
2212,http://ufcstats.com/fighter-details/2b284840ca89876a
2213,http://ufcstats.com/fighter-details/a6fa5dd90528e9f7
2214,http://ufcstats.com/fighter-details/d6285cba1d1052e0
2215,http://ufcstats.com/fighter-details/3c48019bc387b80c
2216,http://ufcstats.com/fighter-details/cedfdf8d423d500c
2217,http://ufcstats.com/fighter-details/f1928a52590c5532
2218,http://ufcstats.com/fighter-details/18aecaf50f52e4c3
2219,http://ufcstats.com/fighter-details/b2f88c04c4dd43ce
2220,http://ufcstats.com/fighter-details/d0c29452d3272603
2221,http://ufcstats.com/fighter-details/d1941565abf50b16
2222,http://ufcstats.com/fighter-details/282fa667ff9c51ed
2223,http://ufcstats.com/fighter-details/45a2ba3ef82b9700
2224,http://ufcstats.com/fighter-details/3ff0d0dc7a14bb50
2225,http://ufcstats.com/fighter-details/a4d055f1435d6d75
2226,http://ufcstats.com/fighter-details/39019970ac8543e9
2227,http://ufcstats.com/fighter-details/f2c934689243fe4e
2228,http://ufcstats.com/fighter-details/6cadfd8f1d9e7685
2229,http://ufcstats.com/fighter-details/72ffecf712673af1
2230,http://ufcstats.com/fighter-details/4b1d46a1b5c0fd11
2231,http://ufcstats.com/fighter-details/56c975c4a2b357a5
2232,http://ufcstats.com/fighter-details/34e516ab361afb1c
2233,http://ufcstats.com/fighter-details/c8aa3541bec4042e
2234,http://ufcstats.com/fighter-details/ce6065baef021cf3
2235,http://ufcstats.com/fighter-details/40d8b74488743800
2236,http://ufcstats.com/fighter-details/d28dee5c705991df
2237,http://ufcstats.com/fighter-details/1ff9589f9065a9ed
2238,http://ufcstats.com/fighter-details/be8ad887e4d674b0
2239,http://ufcstats.com/fighter-details/df2bf09c99594848
2240,http://ufcstats.com/fighter-details/4bcb6eb12b4ad4aa
2241,http://ufcstats.com/fighter-details/992c82450d96f726
2242,http://ufcstats.com/fighter-details/5e7a28f20927d64a
2243,http://ufcstats.com/fighter-details/3f87218a7aca84c4
2244,http://ufcstats.com/fighter-details/b14a68c533f4a4aa
2245,http://ufcstats.com/fighter-details/6cbb7661c3258617
2246,http://ufcstats.com/fighter-details/8f3df4c579cfbb69
2247,http://ufcstats.com/fighter-details/c06d554ce1713fd3
2248,http://ufcstats.com/fighter-details/7263e0dc082adc87
2249,http://ufcstats.com/fighter-details/3d960455f880bb25
2250,http://ufcstats.com/fighter-details/d9c6f19f958643e9
2251,http://ufcstats.com/fighter-details/568bebed6366b667
2252,http://ufcstats.com/fighter-details/2961be02cfb0d2c1
2253,http://ufcstats.com/fighter-details/ba280572acfba13f
2254,http://ufcstats.com/fighter-details/2b4faacc16d66898
2255,http://ufcstats.com/fighter-details/509697e08673d2e5
2256,http://ufcstats.com/fighter-details/f64e4ecd214c6378
2257,http://ufcstats.com/fighter-details/c9885b1b7c7055a0
2258,http://ufcstats.com/fighter-details/af70d268e5352186
2259,http://ufcstats.com/fighter-details/9649d75defe0dedb
2260,http://ufcstats.com/fighter-details/48e093ea1f43a053
2261,http://ufcstats.com/fighter-details/478c8706bdb92440
2262,http://ufcstats.com/fighter-details/4498b382c65a7faa
2263,http://ufcstats.com/fighter-details/d76ad9a08c4408ff
2264,http://ufcstats.com/fighter-details/65239fccecd03404
2265,http://ufcstats.com/fighter-details/04c15b52c3cc1cab
2266,http://ufcstats.com/fighter-details/b6452706b373eea1
2267,http://ufcstats.com/fighter-details/d945aae53e3e54e6
2268,http://ufcstats.com/fighter-details/e9bc5748e6a76bb6
2269,http://ufcstats.com/fighter-details/192520689012c7e4
2270,http://ufcstats.com/fighter-details/606136dee6f6ecea
2271,http://ufcstats.com/fighter-details/008ea710276c9606
2272,http://ufcstats.com/fighter-details/02d276b7d62b3472
2273,http://ufcstats.com/fighter-details/a8e133139286df84
2274,http://ufcstats.com/fighter-details/cbfd1d34356a004c
2275,http://ufcstats.com/fighter-details/bffeb123b21c9aad
2276,http://ufcstats.com/fighter-details/72c9c2eadfc3277e
2277,http://ufcstats.com/fighter-details/94508d80e1f885fc
2278,http://ufcstats.com/fighter-details/8163cd7de0342652
2279,http://ufcstats.com/fighter-details/1de9ad94de18eeaf
2280,http://ufcstats.com/fighter-details/a112097ad877a48f
2281,http://ufcstats.com/fighter-details/6e92eb1242b46636
2282,http://ufcstats.com/fighter-details/c06a9b48d4132c8e
2283,http://ufcstats.com/fighter-details/e56df3c1d8b4b1cc
2284,http://ufcstats.com/fighter-details/e31502e3f79d00c5
2285,http://ufcstats.com/fighter-details/518e5202a91980d4
2286,http://ufcstats.com/fighter-details/831de97afe326478
2287,http://ufcstats.com/fighter-details/26927dab41dbd5fc
2288,http://ufcstats.com/fighter-details/1bcaac2d99b90fce
2289,http://ufcstats.com/fighter-details/fea79f9bc8c68769
2290,http://ufcstats.com/fighter-details/0d62719b1dcf7c40
2291,http://ufcstats.com/fighter-details/92437c6775b3f7d1
2292,http://ufcstats.com/fighter-details/2dc7f1762dc0a7ef
2293,http://ufcstats.com/fighter-details/45230be0641f3f53
2294,http://ufcstats.com/fighter-details/544d7460b3e44393
2295,http://ufcstats.com/fighter-details/2fe9032955c2e013
2296,http://ufcstats.com/fighter-details/37098a6e6c27fb66
2297,http://ufcstats.com/fighter-details/a0e6753c42698f13
2298,http://ufcstats.com/fighter-details/c32aeb1a59e6272d
2299,http://ufcstats.com/fighter-details/539ed332b3078821
2300,http://ufcstats.com/fighter-details/80779d7441af1b52
2301,http://ufcstats.com/fighter-details/df85d6ec3493d120
2302,http://ufcstats.com/fighter-details/9147679e1a4ad4a3
2303,http://ufcstats.com/fighter-details/6a125ba3ec37e27e
2304,http://ufcstats.com/fighter-details/acb36c908d415c4a
2305,http://ufcstats.com/fighter-details/2e2cdb6e9eb84bb9
2306,http://ufcstats.com/fighter-details/792be9a24df82ed6
2307,http://ufcstats.com/fighter-details/bb2eee4fb3259c01
2308,http://ufcstats.com/fighter-details/66e98b3bb5fc5250
2309,http://ufcstats.com/fighter-details/2067a177a2842fbf
2310,http://ufcstats.com/fighter-details/92b36014314b028b
2311,http://ufcstats.com/fighter-details/cdb96af67d096b1e
2312,http://ufcstats.com/fighter-details/b4192a975027aab6
2313,http://ufcstats.com/fighter-details/2f6a993c7f547c13
2314,http://ufcstats.com/fighter-details/6803d4d6908354ac
2315,http://ufcstats.com/fighter-details/be9d259be012e8a4
2316,http://ufcstats.com/fighter-details/dab0e6cb8c932162
2317,http://ufcstats.com/fighter-details/38fccd44d669bb2f
2318,http://ufcstats.com/fighter-details/4dc496aa0cfc0d95
2319,http://ufcstats.com/fighter-details/5da4e8dc02e50ac0
2320,http://ufcstats.com/fighter-details/37f560436d745c18
2321,http://ufcstats.com/fighter-details/ab35634d1a8c7a11
2322,http://ufcstats.com/fighter-details/232c582f29f8f65e
2323,http://ufcstats.com/fighter-details/9c27f3217891f3f0
2324,http://ufcstats.com/fighter-details/ae922e7d9e852d7a
2325,http://ufcstats.com/fighter-details/882d62561063a927
2326,http://ufcstats.com/fighter-details/e92901944ce91909
2327,http://ufcstats.com/fighter-details/3cf18e01cb6cbde3
2328,http://ufcstats.com/fighter-details/d0c325dfefdde31f
2329,http://ufcstats.com/fighter-details/f923e012414c883e
2330,http://ufcstats.com/fighter-details/b1b0729d27936f2f
2331,http://ufcstats.com/fighter-details/2252b2c892397f0d
2332,http://ufcstats.com/fighter-details/16af2d5a6f28bee2
2333,http://ufcstats.com/fighter-details/8d5350fa18b79e9a
2334,http://ufcstats.com/fighter-details/af9f42e6894047fc
2335,http://ufcstats.com/fighter-details/1a49e0670dfaca31
2336,http://ufcstats.com/fighter-details/6bd02119599741a4
2337,http://ufcstats.com/fighter-details/886264a0c9f4ea5e
2338,http://ufcstats.com/fighter-details/179f1948dc234f1f
2339,http://ufcstats.com/fighter-details/f8f1ec513bcfef43
2340,http://ufcstats.com/fighter-details/f6bcbd91b114ff58
2341,http://ufcstats.com/fighter-details/fd0b4e3eb18eafb7
2342,http://ufcstats.com/fighter-details/ea7e5bc78d9de658
2343,http://ufcstats.com/fighter-details/cfbccfed4e4796fe
2344,http://ufcstats.com/fighter-details/e3a6c6d6d0ac0815
2345,http://ufcstats.com/fighter-details/e0b0cf71e0d69dd0
2346,http://ufcstats.com/fighter-details/4b90384d7c3519b8
2347,http://ufcstats.com/fighter-details/62918a2118de08b2
2348,http://ufcstats.com/fighter-details/de25520d54eab12d
2349,http://ufcstats.com/fighter-details/1b5c146ee7b86e34
2350,http://ufcstats.com/fighter-details/729d4bd5a6cd0a97
2351,http://ufcstats.com/fighter-details/eca7e064746c161a
2352,http://ufcstats.com/fighter-details/396fe87b84ac2e1c
2353,http://ufcstats.com/fighter-details/32016899d0a222a3
2354,http://ufcstats.com/fighter-details/231cae8b77fbbcc1
2355,http://ufcstats.com/fighter-details/e90a2f22417af68e
2356,http://ufcstats.com/fighter-details/8b5f9ea38184ded3
2357,http://ufcstats.com/fighter-details/d0d43cb9b14f231c
2358,http://ufcstats.com/fighter-details/31d7446b184e3305
2359,http://ufcstats.com/fighter-details/f4c40f8a64d3151d
2360,http://ufcstats.com/fighter-details/28c55b4087a6f136
2361,http://ufcstats.com/fighter-details/062e57ca1a3c95a8
2362,http://ufcstats.com/fighter-details/2719f300b0439039
2363,http://ufcstats.com/fighter-details/ec0dcceace7d25a3
2364,http://ufcstats.com/fighter-details/d5ae8074631762fc
2365,http://ufcstats.com/fighter-details/e49c2db95e572dc8
2366,http://ufcstats.com/fighter-details/342422bb6ced1e8d
2367,http://ufcstats.com/fighter-details/47e0b5833e6bc91a
2368,http://ufcstats.com/fighter-details/8d11d9c13e2ccdf7
2369,http://ufcstats.com/fighter-details/7be328bb3c2ea22e
2370,http://ufcstats.com/fighter-details/7a9ca95a92d7b64c
2371,http://ufcstats.com/fighter-details/f9ae6914f604aa9f
2372,http://ufcstats.com/fighter-details/b034747dc1d15491
2373,http://ufcstats.com/fighter-details/65ddc8a9ac4e8531
2374,http://ufcstats.com/fighter-details/a196332ee4aa8a82
2375,http://ufcstats.com/fighter-details/03e8df49c4a059ba
2376,http://ufcstats.com/fighter-details/95eb112a85601a0a
2377,http://ufcstats.com/fighter-details/e18012194473e8b0
2378,http://ufcstats.com/fighter-details/a00ec21cfbba17b6
2379,http://ufcstats.com/fighter-details/6e00cfffd54653c4
2380,http://ufcstats.com/fighter-details/47b63240018d5d86
2381,http://ufcstats.com/fighter-details/6083f497c22cc075
2382,http://ufcstats.com/fighter-details/776a58a67665a171
2383,http://ufcstats.com/fighter-details/3a12a2f096a6d975
2384,http://ufcstats.com/fighter-details/307064d3e0f036c2
2385,http://ufcstats.com/fighter-details/253076a23d03dcd0
2386,http://ufcstats.com/fighter-details/d31a5546c0e9b213
2387,http://ufcstats.com/fighter-details/7dfb56f24fe5ddea
2388,http://ufcstats.com/fighter-details/d41937647eae9a34
2389,http://ufcstats.com/fighter-details/769fa803bf9d2e3b
2390,http://ufcstats.com/fighter-details/154a6b3ffae264cd
2391,http://ufcstats.com/fighter-details/0dba4df5f34d5ff0
2392,http://ufcstats.com/fighter-details/0c258d1d8e16e5f1
2393,http://ufcstats.com/fighter-details/6a96ad1bc34fb113
2394,http://ufcstats.com/fighter-details/618f72750ec50b05
2395,http://ufcstats.com/fighter-details/52f7d300738961ac
2396,http://ufcstats.com/fighter-details/6aae253467e8f9ce
2397,http://ufcstats.com/fighter-details/e503aa5c252a1b4d
2398,http://ufcstats.com/fighter-details/0b534765dca35e71
2399,http://ufcstats.com/fighter-details/5751267660c734cb
2400,http://ufcstats.com/fighter-details/b997be68943010fc
2401,http://ufcstats.com/fighter-details/1d4bbaabd8b60173
2402,http://ufcstats.com/fighter-details/d1a1314976c50bef
2403,http://ufcstats.com/fighter-details/8c57c7b8c3bab0eb
2404,http://ufcstats.com/fighter-details/13e62d766b709aa6
2405,http://ufcstats.com/fighter-details/2db7fa8db6bc9632
2406,http://ufcstats.com/fighter-details/3f7c14c7eca7195d
2407,http://ufcstats.com/fighter-details/fd55393021a8c255
2408,http://ufcstats.com/fighter-details/31f8081c7600da93
2409,http://ufcstats.com/fighter-details/f4db63258ecf0613
2410,http://ufcstats.com/fighter-details/1209b5134401ca53
2411,http://ufcstats.com/fighter-details/fae67903c4fe636b
2412,http://ufcstats.com/fighter-details/195d0d3e14a2e256
2413,http://ufcstats.com/fighter-details/f562238becb9ec50
