,red_name,blue_name,red_KDs,red_SubAtts,red_Reversals,blue_KDs,blue_SubAtts,blue_Reversals,red_TotStksLnd,red_TotStksAtt,red_SigStksLnd,red_SigStksAtt,red_TDsLnd,red_TDsAtt,blue_TotStksLnd,blue_TotStksAtt,blue_SigStksLnd,blue_SigStksAtt,blue_TDsLnd,blue_TDsAtt,red_SigStkHeadLnd,red_SigStkHeadAtt,red_SigStkBodyLnd,red_SigStkBodyAtt,red_SigStkLegLnd,red_SigStkLegAtt,blue_SigStkHeadLnd,blue_SigStkHeadAtt,blue_SigStkBodyLnd,blue_SigStkBodyAtt,blue_SigStkLegLnd,blue_SigStkLegAtt,red_SigStkDistLnd,red_SigStkDistAtt,red_SigStkClchLnd,red_SigStkClchAtt,red_SigStkGndLnd,red_SigStkGndAtt,blue_SigStkDistLnd,blue_SigStkDistAtt,blue_SigStkClchLnd,blue_SigStkClchAtt,blue_SigStkGndLnd,blue_SigStkGndAtt,red_SigStkPct,red_TotstkPct,red_TDPct,blue_SigStkPct,blue_TotstkPct,blue_TDPct,red_SigStkHeadPct,red_SigStkBodyPct,red_SigStkLegPct,blue_SigStkHeadPct,blue_SigStkBodyPct,blue_SigStkLegPct,red_SigStkDistPct,red_SigStkClchPct,red_SigStkGndPct,blue_SigStkDistPct,blue_SigStkClchPct,blue_SigStkGndPct,red_CtrlSec,blue_CtrlSec,blue_KedD,blue_SubEsc,blue_reversed,blue_TotStkAbs,blue_TotStkSeen,blue_SigStkAbs,blue_SigStkSeen,blue_TakenDown,blue_TDsSeen,blue_SigHeadStkAbs,blue_SigHeadStkSeen,blue_SigBodyStkAbs,blue_SigBodyStkSeen,blue_SigLegStkAbs,blue_SigLegStkSeen,blue_SigDistStkAbs,blue_SigDistStkSeen,blue_SigClchStkAbs,blue_SigClchStkSeen,blue_SigGndStkAbs,blue_SigGndStkSeen,blue_CtrldSec,blue_FightSec,blue_RndEnd,red_KedD,red_SubEsc,red_reversed,red_TotStkAbs,red_TotStkSeen,red_SigStkAbs,red_SigStkSeen,red_TakenDown,red_TDsSeen,red_SigHeadStkAbs,red_SigHeadStkSeen,red_SigBodyStkAbs,red_SigBodyStkSeen,red_SigLegStkAbs,red_SigLegStkSeen,red_SigDistStkAbs,red_SigDistStkSeen,red_SigClchStkAbs,red_SigClchStkSeen,red_SigGndStkAbs,red_SigGndStkSeen,red_CtrldSec,red_FightSec,red_RndEnd,red_win,blue_win,red_loss,blue_loss,red_KO/TKOWin,red_subWin,red_decWin,blue_KO/TKOWin,blue_subWin,blue_decWin,red_KOLoss,blue_KOLoss,red_SubLoss,blue_SubLoss,red_DecLoss,blue_DecLoss,red_titleFight,blue_titleFight,red_DOB,red_reach,red_stance,red_heightIN,blue_DOB,blue_reach,blue_stance,blue_heightIN,red_age,blue_age,red_winner,blue_winner,red_weightclass,blue_weightclass,red_date,blue_date,red_event,blue_event
3422,Kelvin Gastelum,Nicholas Musoke,0,0,1,0,0,0,97,207,67,174,0,0,42,134,36,128,2,6,46,145,16,22,5,7,46,145,16,22,5,7,55,151,10,21,2,2,55,151,10,21,2,2,0.3850574712643678,0.4685990338164252,0.0,0.28125,0.31343283582089554,0.3333333333333333,0.31724137931034485,0.7272727272727273,0.7142857142857143,0.31724137931034485,0.7272727272727273,0.7142857142857143,0.3642384105960265,0.4761904761904762,1.0,0.3642384105960265,0.4761904761904762,1.0,78,257,0,0,1,97,207,67,174,0,0,46,145,16,22,5,7,55,151,10,21,2,2,78,900,3,0,0,0,42,134,36,128,2,6,46,145,16,22,5,7,55,151,10,21,2,2,257,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1991-10-24,71,Southpaw,69,1986-04-05,75,Orthodox,72,23.0,28.0,red,red,Men's Welterweight,Men's Welterweight,2014-06-28,2014-06-28,UFC Fight Night: Swanson vs Stephens,UFC Fight Night: Swanson vs Stephens
3423,Cezar Ferreira,Andrew Craig,0,0,0,1,0,0,31,72,20,61,2,4,56,114,16,67,0,1,6,39,11,19,3,3,6,39,11,19,3,3,16,57,1,1,3,3,16,57,1,1,3,3,0.3278688524590164,0.4305555555555556,0.5,0.2388059701492537,0.4912280701754386,0.0,0.15384615384615385,0.5789473684210527,1.0,0.15384615384615385,0.5789473684210527,1.0,0.2807017543859649,1.0,1.0,0.2807017543859649,1.0,1.0,326,33,0,0,0,31,72,20,61,2,4,6,39,11,19,3,3,16,57,1,1,3,3,326,900,3,1,0,0,56,114,16,67,0,1,6,39,11,19,3,3,16,57,1,1,3,3,33,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1985-02-15,78,Southpaw,73,1986-01-15,76,Orthodox,73,29.0,28.0,red,red,Men's Middleweight,Men's Middleweight,2014-06-28,2014-06-28,UFC Fight Night: Swanson vs Stephens,UFC Fight Night: Swanson vs Stephens
3424,Ricardo Lamas,Hacran Dias,0,1,1,0,0,0,50,111,33,94,2,11,57,100,31,74,2,5,10,62,8,12,15,20,10,62,8,12,15,20,16,75,17,19,0,0,16,75,17,19,0,0,0.35106382978723405,0.4504504504504505,0.18181818181818185,0.4189189189189189,0.57,0.4,0.16129032258064516,0.6666666666666666,0.75,0.16129032258064516,0.6666666666666666,0.75,0.21333333333333332,0.8947368421052632,0.0,0.21333333333333332,0.8947368421052632,0.0,329,214,0,1,1,50,111,33,94,2,11,10,62,8,12,15,20,16,75,17,19,0,0,329,900,3,0,0,0,57,100,31,74,2,5,10,62,8,12,15,20,16,75,17,19,0,0,214,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1982-05-21,71,Orthodox,68,1984-06-16,69,Orthodox,68,32.0,30.0,red,red,Men's Featherweight,Men's Featherweight,2014-06-28,2014-06-28,UFC Fight Night: Swanson vs Stephens,UFC Fight Night: Swanson vs Stephens
3425,Clint Hester,Antonio Braga Neto,0,0,1,0,0,1,50,88,40,78,1,1,73,95,16,32,3,8,27,61,12,14,1,3,27,61,12,14,1,3,36,70,0,1,4,7,36,70,0,1,4,7,0.5128205128205128,0.5681818181818182,1.0,0.5,0.7684210526315789,0.375,0.4426229508196721,0.8571428571428571,0.3333333333333333,0.4426229508196721,0.8571428571428571,0.3333333333333333,0.5142857142857142,0.0,0.5714285714285714,0.5142857142857142,0.0,0.5714285714285714,147,472,0,0,1,50,88,40,78,1,1,27,61,12,14,1,3,36,70,0,1,4,7,147,900,3,0,0,1,73,95,16,32,3,8,27,61,12,14,1,3,36,70,0,1,4,7,472,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1986-11-21,77,Orthodox,74,1987-10-29,77,Orthodox,75,28.0,27.0,red,red,Men's Middleweight,Men's Middleweight,2014-06-28,2014-06-28,UFC Fight Night: Swanson vs Stephens,UFC Fight Night: Swanson vs Stephens
3426,Joe Ellenberger,James Moontasri,0,2,0,1,0,0,50,73,22,37,3,10,119,163,35,67,0,0,17,31,4,5,1,1,17,31,4,5,1,1,6,17,4,5,12,15,6,17,4,5,12,15,0.5945945945945946,0.6849315068493149,0.3,0.5223880597014925,0.7300613496932515,0.0,0.5483870967741935,0.8,1.0,0.5483870967741935,0.8,1.0,0.35294117647058826,0.8,0.8,0.35294117647058826,0.8,0.8,389,303,0,2,0,50,73,22,37,3,10,17,31,4,5,1,1,6,17,4,5,12,15,389,900,3,1,0,0,119,163,35,67,0,0,17,31,4,5,1,1,6,17,4,5,12,15,303,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1985-03-28,72,Orthodox,69,1988-04-10,71,Switch,70,29.0,26.0,red,red,Men's Lightweight,Men's Lightweight,2014-06-28,2014-06-28,UFC Fight Night: Swanson vs Stephens,UFC Fight Night: Swanson vs Stephens
3427,Colton Smith,Diego Ferreira,0,0,0,0,1,0,2,3,2,3,0,0,7,10,7,10,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,2,2,0,0,0,1,2,2,0,0,0.6666666666666666,0.6666666666666666,0.0,0.7,0.7,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10,10,0,0,0,2,3,2,3,0,0,0,1,1,1,1,1,0,1,2,2,0,0,10,38,1,0,1,0,7,10,7,10,1,1,0,1,1,1,1,1,0,1,2,2,0,0,10,38,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1987-08-14,71,Orthodox,72,1985-01-18,74,Orthodox,69,27.0,29.0,blue,blue,Men's Lightweight,Men's Lightweight,2014-06-28,2014-06-28,UFC Fight Night: Swanson vs Stephens,UFC Fight Night: Swanson vs Stephens
3428,Johnny Bedford,Cody Gibson,0,0,0,1,0,0,7,11,7,11,0,0,3,8,3,8,0,0,5,9,2,2,0,0,5,9,2,2,0,0,3,4,4,7,0,0,3,4,4,7,0,0,0.6363636363636364,0.6363636363636364,0.0,0.375,0.375,0.0,0.5555555555555556,1.0,0.0,0.5555555555555556,1.0,0.0,0.75,0.5714285714285714,0.0,0.75,0.5714285714285714,0.0,0,4,0,0,0,7,11,7,11,0,0,5,9,2,2,0,0,3,4,4,7,0,0,0,38,1,1,0,0,3,8,3,8,0,0,5,9,2,2,0,0,3,4,4,7,0,0,4,38,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1983-01-06,71,Orthodox,70,1987-09-11,71,Orthodox,70,31.0,27.0,blue,blue,Men's Bantamweight,Men's Bantamweight,2014-06-28,2014-06-28,UFC Fight Night: Swanson vs Stephens,UFC Fight Night: Swanson vs Stephens
3429,Marcelo Guimaraes,Andy Enz,0,0,0,0,0,0,85,174,78,166,3,9,51,239,42,229,0,0,25,99,15,24,38,43,25,99,15,24,38,43,70,152,8,14,0,0,70,152,8,14,0,0,0.4698795180722892,0.4885057471264368,0.3333333333333333,0.18340611353711792,0.21338912133891214,0.0,0.2525252525252525,0.625,0.8837209302325582,0.2525252525252525,0.625,0.8837209302325582,0.4605263157894737,0.5714285714285714,0.0,0.4605263157894737,0.5714285714285714,0.0,178,0,0,0,0,85,174,78,166,3,9,25,99,15,24,38,43,70,152,8,14,0,0,178,900,3,0,0,0,51,239,42,229,0,0,25,99,15,24,38,43,70,152,8,14,0,0,0,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1983-06-25,73,Orthodox,72,1991-08-15,78,Orthodox,75,31.0,23.0,red,red,Men's Middleweight,Men's Middleweight,2014-06-28,2014-06-28,UFC Fight Night: Swanson vs Stephens,UFC Fight Night: Swanson vs Stephens
3430,Ray Borg,Shane Howell,0,2,0,0,0,0,6,8,2,3,1,1,2,5,0,3,0,0,1,2,0,0,1,1,1,2,0,0,1,1,2,3,0,0,0,0,2,3,0,0,0,0,0.6666666666666666,0.75,1.0,0.0,0.4,0.0,0.5,0.0,1.0,0.5,0.0,1.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,105,0,0,2,0,6,8,2,3,1,1,1,2,0,0,1,1,2,3,0,0,0,0,105,137,1,0,0,0,2,5,0,3,0,0,1,2,0,0,1,1,2,3,0,0,0,0,0,137,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1993-08-04,63,Orthodox,64,1983-11-28,68,Orthodox,68,21.0,31.0,red,red,Men's Flyweight,Men's Flyweight,2014-06-28,2014-06-28,UFC Fight Night: Swanson vs Stephens,UFC Fight Night: Swanson vs Stephens
3431,Aleksei Oleinik,Anthony Hamilton,0,1,0,0,0,0,13,26,10,22,1,4,6,14,6,14,0,1,6,18,4,4,0,0,6,18,4,4,0,0,7,18,3,4,0,0,7,18,3,4,0,0,0.4545454545454545,0.5,0.25,0.42857142857142855,0.42857142857142855,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,0.0,0.3888888888888889,0.75,0.0,0.3888888888888889,0.75,0.0,42,17,0,1,0,13,26,10,22,1,4,6,18,4,4,0,0,7,18,3,4,0,0,42,138,1,0,0,0,6,14,6,14,0,1,6,18,4,4,0,0,7,18,3,4,0,0,17,138,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1977-06-20,80,Orthodox,74,1980-04-14,76,Orthodox,77,37.0,34.0,red,red,Men's Heavyweight,Men's Heavyweight,2014-06-28,2014-06-28,UFC Fight Night: Swanson vs Stephens,UFC Fight Night: Swanson vs Stephens
3432,James Te Huna,Nate Marquardt,0,0,0,1,1,0,17,21,6,10,0,1,29,40,17,27,2,2,1,4,3,4,2,2,1,4,3,4,2,2,0,2,6,8,0,0,0,2,6,8,0,0,0.6,0.8095238095238095,0.0,0.6296296296296297,0.725,1.0,0.25,0.75,1.0,0.25,0.75,1.0,0.0,0.75,0.0,0.0,0.75,0.0,39,194,0,0,0,17,21,6,10,0,1,1,4,3,4,2,2,0,2,6,8,0,0,39,274,1,1,1,0,29,40,17,27,2,2,1,4,3,4,2,2,0,2,6,8,0,0,194,274,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1981-09-29,75,Orthodox,74,1979-04-20,74,Orthodox,72,33.0,35.0,blue,blue,Men's Middleweight,Men's Middleweight,2014-06-28,2014-06-28,UFC Fight Night: Te Huna vs Marquardt,UFC Fight Night: Te Huna vs Marquardt
3433,Soa Palelei,Jared Rosholt,0,0,0,0,0,0,46,62,11,25,0,5,148,177,43,58,1,4,8,20,1,2,2,3,8,20,1,2,2,3,4,16,3,5,4,4,4,16,3,5,4,4,0.44,0.7419354838709677,0.0,0.7413793103448276,0.8361581920903954,0.25,0.4,0.5,0.6666666666666666,0.4,0.5,0.6666666666666666,0.25,0.6,1.0,0.25,0.6,1.0,42,695,0,0,0,46,62,11,25,0,5,8,20,1,2,2,3,4,16,3,5,4,4,42,900,3,0,0,0,148,177,43,58,1,4,8,20,1,2,2,3,4,16,3,5,4,4,695,900,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1977-07-12,81,Orthodox,76,1986-08-04,75,Orthodox,74,37.0,28.0,blue,blue,Men's Heavyweight,Men's Heavyweight,2014-06-28,2014-06-28,UFC Fight Night: Te Huna vs Marquardt,UFC Fight Night: Te Huna vs Marquardt
3434,Hatsu Hioki,Charles Oliveira,0,0,0,0,2,0,31,51,11,27,3,4,33,52,24,38,3,5,7,21,4,6,0,0,7,21,4,6,0,0,6,17,2,3,3,7,6,17,2,3,3,7,0.4074074074074074,0.6078431372549019,0.75,0.631578947368421,0.6346153846153846,0.6,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.35294117647058826,0.6666666666666666,0.42857142857142855,0.35294117647058826,0.6666666666666666,0.42857142857142855,357,143,0,0,0,31,51,11,27,3,4,7,21,4,6,0,0,6,17,2,3,3,7,357,572,2,0,2,0,33,52,24,38,3,5,7,21,4,6,0,0,6,17,2,3,3,7,143,572,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1983-07-18,73,Orthodox,71,1989-10-17,74,Orthodox,70,31.0,25.0,blue,blue,Men's Featherweight,Men's Featherweight,2014-06-28,2014-06-28,UFC Fight Night: Te Huna vs Marquardt,UFC Fight Night: Te Huna vs Marquardt
3435,Robert Whittaker,Mike Rhodes,0,0,0,0,0,0,93,213,66,183,1,1,52,153,47,146,0,2,46,163,10,10,10,10,46,163,10,10,10,10,62,177,3,4,1,2,62,177,3,4,1,2,0.3606557377049181,0.4366197183098591,1.0,0.3219178082191781,0.33986928104575165,0.0,0.2822085889570552,1.0,1.0,0.2822085889570552,1.0,1.0,0.3502824858757062,0.75,0.5,0.3502824858757062,0.75,0.5,142,37,0,0,0,93,213,66,183,1,1,46,163,10,10,10,10,62,177,3,4,1,2,142,900,3,0,0,0,52,153,47,146,0,2,46,163,10,10,10,10,62,177,3,4,1,2,37,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1990-12-20,73,Orthodox,72,1989-12-04,74,Orthodox,73,24.0,25.0,red,red,Men's Welterweight,Men's Welterweight,2014-06-28,2014-06-28,UFC Fight Night: Te Huna vs Marquardt,UFC Fight Night: Te Huna vs Marquardt
3436,Jake Matthews,Dashon Johnson,0,1,0,0,1,1,137,167,60,85,4,11,24,28,11,15,0,1,51,76,5,5,4,4,51,76,5,5,4,4,4,22,10,10,46,53,4,22,10,10,46,53,0.7058823529411765,0.8203592814371258,0.3636363636363637,0.7333333333333333,0.8571428571428571,0.0,0.6710526315789473,1.0,1.0,0.6710526315789473,1.0,1.0,0.18181818181818185,1.0,0.8679245283018868,0.18181818181818185,1.0,0.8679245283018868,627,19,0,1,0,137,167,60,85,4,11,51,76,5,5,4,4,4,22,10,10,46,53,627,796,3,0,1,1,24,28,11,15,0,1,51,76,5,5,4,4,4,22,10,10,46,53,19,796,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1994-08-19,73,Orthodox,71,1988-01-25,67,Orthodox,67,20.0,26.0,red,red,Men's Lightweight,Men's Lightweight,2014-06-28,2014-06-28,UFC Fight Night: Te Huna vs Marquardt,UFC Fight Night: Te Huna vs Marquardt
3437,Richie Vaculik,Roldan Sangcha'an,0,2,1,0,0,1,55,82,27,50,4,15,40,85,36,81,1,2,12,32,9,9,6,9,12,32,9,9,6,9,16,38,9,10,2,2,16,38,9,10,2,2,0.54,0.6707317073170732,0.26666666666666666,0.4444444444444444,0.4705882352941176,0.5,0.375,1.0,0.6666666666666666,0.375,1.0,0.6666666666666666,0.42105263157894735,0.9,1.0,0.42105263157894735,0.9,1.0,427,53,0,2,1,55,82,27,50,4,15,12,32,9,9,6,9,16,38,9,10,2,2,427,900,3,0,0,1,40,85,36,81,1,2,12,32,9,9,6,9,16,38,9,10,2,2,53,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1983-06-19,69,Orthodox,66,1990-12-04,64,Orthodox,64,31.0,24.0,red,red,Men's Flyweight,Men's Flyweight,2014-06-28,2014-06-28,UFC Fight Night: Te Huna vs Marquardt,UFC Fight Night: Te Huna vs Marquardt
3438,Chris Indich,Vik Grujic,0,0,0,0,0,0,20,42,14,35,1,1,24,39,15,30,1,3,3,21,6,7,5,7,3,21,6,7,5,7,6,25,8,10,0,0,6,25,8,10,0,0,0.4,0.4761904761904762,1.0,0.5,0.6153846153846154,0.3333333333333333,0.14285714285714285,0.8571428571428571,0.7142857142857143,0.14285714285714285,0.8571428571428571,0.7142857142857143,0.24,0.8,0.0,0.24,0.8,0.0,57,102,0,0,0,20,42,14,35,1,1,3,21,6,7,5,7,6,25,8,10,0,0,57,295,1,0,0,0,24,39,15,30,1,3,3,21,6,7,5,7,6,25,8,10,0,0,102,295,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1987-04-22,70,Orthodox,70,1977-02-06,73,Orthodox,71,27.0,37.0,blue,blue,Men's Welterweight,Men's Welterweight,2014-06-28,2014-06-28,UFC Fight Night: Te Huna vs Marquardt,UFC Fight Night: Te Huna vs Marquardt
3439,Neil Magny,Rodrigo de Lima,1,0,0,0,2,1,31,57,30,55,2,2,30,41,5,14,1,3,29,54,1,1,0,0,29,54,1,1,0,0,30,55,0,0,0,0,30,55,0,0,0,0,0.5454545454545454,0.543859649122807,1.0,0.35714285714285715,0.7317073170731707,0.3333333333333333,0.5370370370370371,1.0,0.0,0.5370370370370371,1.0,0.0,0.5454545454545454,0.0,0.0,0.5454545454545454,0.0,0.0,38,222,1,0,0,31,57,30,55,2,2,29,54,1,1,0,0,30,55,0,0,0,0,38,452,2,0,2,1,30,41,5,14,1,3,29,54,1,1,0,0,30,55,0,0,0,0,222,452,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1987-08-03,80,Orthodox,75,1991-03-12,67,Orthodox,67,27.0,23.0,red,red,Men's Welterweight,Men's Welterweight,2014-06-28,2014-06-28,UFC Fight Night: Te Huna vs Marquardt,UFC Fight Night: Te Huna vs Marquardt
3440,Dan Hooker,Ian Entwistle,0,0,0,0,3,0,51,67,12,18,0,0,1,9,1,9,0,2,11,17,1,1,0,0,11,17,1,1,0,0,3,5,1,1,8,12,3,5,1,1,8,12,0.6666666666666666,0.7611940298507462,0.0,0.1111111111111111,0.1111111111111111,0.0,0.6470588235294118,1.0,0.0,0.6470588235294118,1.0,0.0,0.6,1.0,0.6666666666666666,0.6,1.0,0.6666666666666666,113,21,0,0,0,51,67,12,18,0,0,11,17,1,1,0,0,3,5,1,1,8,12,113,214,1,0,3,0,1,9,1,9,0,2,11,17,1,1,0,0,3,5,1,1,8,12,21,214,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1990-02-13,75,Switch,72,1986-11-19,65,Orthodox,65,24.0,28.0,red,red,Men's Featherweight,Men's Featherweight,2014-06-28,2014-06-28,UFC Fight Night: Te Huna vs Marquardt,UFC Fight Night: Te Huna vs Marquardt
3441,Gian Villante,Sean O'Connell,0,0,0,1,2,0,120,194,93,164,0,1,153,276,109,228,0,4,55,122,23,25,15,17,55,122,23,25,15,17,74,142,19,22,0,0,74,142,19,22,0,0,0.5670731707317073,0.6185567010309279,0.0,0.4780701754385965,0.5543478260869565,0.0,0.4508196721311475,0.92,0.8823529411764706,0.4508196721311475,0.92,0.8823529411764706,0.5211267605633803,0.8636363636363636,0.0,0.5211267605633803,0.8636363636363636,0.0,6,251,0,0,0,120,194,93,164,0,1,55,122,23,25,15,17,74,142,19,22,0,0,6,900,3,1,2,0,153,276,109,228,0,4,55,122,23,25,15,17,74,142,19,22,0,0,251,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1985-08-18,76,Orthodox,75,1983-09-02,74,Orthodox,73,29.0,31.0,red,red,Men's Lightheavyweight,Men's Lightheavyweight,2014-06-28,2014-06-28,UFC Fight Night: Te Huna vs Marquardt,UFC Fight Night: Te Huna vs Marquardt
3442,Demetrious Johnson,Ali Bagautinov,0,0,0,0,0,0,164,248,133,215,0,4,66,158,36,122,2,12,51,109,41,52,41,54,51,109,41,52,41,54,59,120,73,94,1,1,59,120,73,94,1,1,0.6186046511627907,0.6612903225806451,0.0,0.29508196721311475,0.4177215189873418,0.16666666666666666,0.4678899082568808,0.7884615384615384,0.7592592592592593,0.4678899082568808,0.7884615384615384,0.7592592592592593,0.4916666666666666,0.7765957446808509,1.0,0.4916666666666666,0.7765957446808509,1.0,86,491,0,0,0,164,248,133,215,0,4,51,109,41,52,41,54,59,120,73,94,1,1,86,1500,5,0,0,0,66,158,36,122,2,12,51,109,41,52,41,54,59,120,73,94,1,1,491,1500,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1986-08-13,66,Orthodox,63,1985-06-10,65,Orthodox,64,28.0,29.0,red,red,Men's Flyweight,Men's Flyweight,2014-06-14,2014-06-14,UFC 174: Johnson vs Bagautinov,UFC 174: Johnson vs Bagautinov
3443,Rory MacDonald,Tyron Woodley,0,0,0,0,0,0,97,202,49,150,1,2,38,94,26,81,0,2,29,115,19,31,1,4,29,115,19,31,1,4,46,145,1,1,2,4,46,145,1,1,2,4,0.32666666666666666,0.4801980198019802,0.5,0.32098765432098764,0.40425531914893614,0.0,0.25217391304347825,0.6129032258064516,0.25,0.25217391304347825,0.6129032258064516,0.25,0.31724137931034485,1.0,0.5,0.31724137931034485,1.0,0.5,186,85,0,0,0,97,202,49,150,1,2,29,115,19,31,1,4,46,145,1,1,2,4,186,900,3,0,0,0,38,94,26,81,0,2,29,115,19,31,1,4,46,145,1,1,2,4,85,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1989-07-22,76,Orthodox,72,1982-04-07,74,Orthodox,69,25.0,32.0,red,red,Men's Welterweight,Men's Welterweight,2014-06-14,2014-06-14,UFC 174: Johnson vs Bagautinov,UFC 174: Johnson vs Bagautinov
3444,Ryan Bader,Rafael Cavalcante,0,0,0,0,0,0,107,154,53,94,7,16,20,47,10,37,0,0,22,61,16,18,15,15,22,61,16,18,15,15,17,49,10,13,26,32,17,49,10,13,26,32,0.5638297872340425,0.6948051948051948,0.4375,0.2702702702702703,0.425531914893617,0.0,0.3606557377049181,0.8888888888888888,1.0,0.3606557377049181,0.8888888888888888,1.0,0.3469387755102041,0.7692307692307693,0.8125,0.3469387755102041,0.7692307692307693,0.8125,500,31,0,0,0,107,154,53,94,7,16,22,61,16,18,15,15,17,49,10,13,26,32,500,900,3,0,0,0,20,47,10,37,0,0,22,61,16,18,15,15,17,49,10,13,26,32,31,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1983-06-07,74,Orthodox,74,1980-04-14,74,Orthodox,73,31.0,34.0,red,red,Men's Lightheavyweight,Men's Lightheavyweight,2014-06-14,2014-06-14,UFC 174: Johnson vs Bagautinov,UFC 174: Johnson vs Bagautinov
3445,Andrei Arlovski,Brendan Schaub,0,0,0,0,0,0,40,86,12,55,0,1,65,136,30,88,1,5,6,43,3,6,3,6,6,43,3,6,3,6,11,50,1,5,0,0,11,50,1,5,0,0,0.21818181818181814,0.4651162790697674,0.0,0.3409090909090909,0.4779411764705882,0.2,0.13953488372093026,0.5,0.5,0.13953488372093026,0.5,0.5,0.22,0.2,0.0,0.22,0.2,0.0,190,192,0,0,0,40,86,12,55,0,1,6,43,3,6,3,6,11,50,1,5,0,0,190,900,3,0,0,0,65,136,30,88,1,5,6,43,3,6,3,6,11,50,1,5,0,0,192,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1979-02-04,77,Orthodox,75,1983-03-18,78,Orthodox,76,35.0,31.0,red,red,Men's Heavyweight,Men's Heavyweight,2014-06-14,2014-06-14,UFC 174: Johnson vs Bagautinov,UFC 174: Johnson vs Bagautinov
3446,Ovince Saint Preux,Ryan Jimmo,0,1,0,0,0,0,20,40,14,34,2,4,19,34,15,29,0,1,7,26,3,3,4,5,7,26,3,3,4,5,11,29,2,4,1,1,11,29,2,4,1,1,0.4117647058823529,0.5,0.5,0.5172413793103449,0.5588235294117647,0.0,0.2692307692307692,1.0,0.8,0.2692307692307692,1.0,0.8,0.3793103448275862,0.5,1.0,0.3793103448275862,0.5,1.0,120,61,0,1,0,20,40,14,34,2,4,7,26,3,3,4,5,11,29,2,4,1,1,120,430,2,0,0,0,19,34,15,29,0,1,7,26,3,3,4,5,11,29,2,4,1,1,61,430,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1983-04-08,80,Southpaw,75,1981-11-27,73,Orthodox,73,31.0,33.0,red,red,Men's Lightheavyweight,Men's Lightheavyweight,2014-06-14,2014-06-14,UFC 174: Johnson vs Bagautinov,UFC 174: Johnson vs Bagautinov
3447,Daniel Sarafian,Kiichi Kunimoto,0,1,0,0,1,0,3,4,3,4,0,0,9,14,5,10,1,3,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,0.75,0.75,0.0,0.5,0.6428571428571429,0.3333333333333333,0.75,0.0,0.0,0.75,0.0,0.0,0.75,0.0,0.0,0.75,0.0,0.0,0,112,0,1,0,3,4,3,4,0,0,3,4,0,0,0,0,3,4,0,0,0,0,0,172,1,0,1,0,9,14,5,10,1,3,3,4,0,0,0,0,3,4,0,0,0,0,112,172,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1982-08-21,73,Orthodox,69,1981-05-01,71,Orthodox,70,32.0,33.0,blue,blue,Men's Welterweight,Men's Welterweight,2014-06-14,2014-06-14,UFC 174: Johnson vs Bagautinov,UFC 174: Johnson vs Bagautinov
