,red_name,blue_name,red_KDs,red_SubAtts,red_Reversals,blue_KDs,blue_SubAtts,blue_Reversals,red_TotStksLnd,red_TotStksAtt,red_SigStksLnd,red_SigStksAtt,red_TDsLnd,red_TDsAtt,blue_TotStksLnd,blue_TotStksAtt,blue_SigStksLnd,blue_SigStksAtt,blue_TDsLnd,blue_TDsAtt,red_SigStkHeadLnd,red_SigStkHeadAtt,red_SigStkBodyLnd,red_SigStkBodyAtt,red_SigStkLegLnd,red_SigStkLegAtt,blue_SigStkHeadLnd,blue_SigStkHeadAtt,blue_SigStkBodyLnd,blue_SigStkBodyAtt,blue_SigStkLegLnd,blue_SigStkLegAtt,red_SigStkDistLnd,red_SigStkDistAtt,red_SigStkClchLnd,red_SigStkClchAtt,red_SigStkGndLnd,red_SigStkGndAtt,blue_SigStkDistLnd,blue_SigStkDistAtt,blue_SigStkClchLnd,blue_SigStkClchAtt,blue_SigStkGndLnd,blue_SigStkGndAtt,red_SigStkPct,red_TotstkPct,red_TDPct,blue_SigStkPct,blue_TotstkPct,blue_TDPct,red_SigStkHeadPct,red_SigStkBodyPct,red_SigStkLegPct,blue_SigStkHeadPct,blue_SigStkBodyPct,blue_SigStkLegPct,red_SigStkDistPct,red_SigStkClchPct,red_SigStkGndPct,blue_SigStkDistPct,blue_SigStkClchPct,blue_SigStkGndPct,red_CtrlSec,blue_CtrlSec,blue_KedD,blue_SubEsc,blue_reversed,blue_TotStkAbs,blue_TotStkSeen,blue_SigStkAbs,blue_SigStkSeen,blue_TakenDown,blue_TDsSeen,blue_SigHeadStkAbs,blue_SigHeadStkSeen,blue_SigBodyStkAbs,blue_SigBodyStkSeen,blue_SigLegStkAbs,blue_SigLegStkSeen,blue_SigDistStkAbs,blue_SigDistStkSeen,blue_SigClchStkAbs,blue_SigClchStkSeen,blue_SigGndStkAbs,blue_SigGndStkSeen,blue_CtrldSec,blue_FightSec,blue_RndEnd,red_KedD,red_SubEsc,red_reversed,red_TotStkAbs,red_TotStkSeen,red_SigStkAbs,red_SigStkSeen,red_TakenDown,red_TDsSeen,red_SigHeadStkAbs,red_SigHeadStkSeen,red_SigBodyStkAbs,red_SigBodyStkSeen,red_SigLegStkAbs,red_SigLegStkSeen,red_SigDistStkAbs,red_SigDistStkSeen,red_SigClchStkAbs,red_SigClchStkSeen,red_SigGndStkAbs,red_SigGndStkSeen,red_CtrldSec,red_FightSec,red_RndEnd,red_win,blue_win,red_loss,blue_loss,red_KO/TKOWin,red_subWin,red_decWin,blue_KO/TKOWin,blue_subWin,blue_decWin,red_KOLoss,blue_KOLoss,red_SubLoss,blue_SubLoss,red_DecLoss,blue_DecLoss,red_titleFight,blue_titleFight,red_DOB,red_reach,red_stance,red_heightIN,blue_DOB,blue_reach,blue_stance,blue_heightIN,red_age,blue_age,red_winner,blue_winner,red_weightclass,blue_weightclass,red_date,blue_date,red_event,blue_event
1658,Arjan Bhullar,Adam Wieczorek,0,0,0,0,1,0,42,60,9,18,2,3,14,28,13,27,0,0,9,18,0,0,0,0,9,18,0,0,0,0,5,11,1,1,3,6,5,11,1,1,3,6,0.5,0.7,0.6666666666666666,0.4814814814814815,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.4545454545454545,1.0,0.5,0.4545454545454545,1.0,0.5,318,0,0,0,0,42,60,9,18,2,3,9,18,0,0,0,0,5,11,1,1,3,6,318,419,2,0,1,0,14,28,13,27,0,0,9,18,0,0,0,0,5,11,1,1,3,6,0,419,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1986-05-13,75,Orthodox,73,1992-02-05,81,Orthodox,77,32.0,26.0,blue,blue,Men's Heavyweight,Men's Heavyweight,2018-04-14,2018-04-14,UFC Fight Night: Poirier vs. Gaethje,UFC Fight Night: Poirier vs. Gaethje
1659,Matthew Lopez,Alejandro Perez,0,2,0,0,0,0,32,47,22,36,3,7,81,142,44,100,0,1,14,28,7,7,1,1,14,28,7,7,1,1,19,33,1,1,2,2,19,33,1,1,2,2,0.6111111111111112,0.6808510638297872,0.42857142857142855,0.44,0.5704225352112676,0.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5757575757575758,1.0,1.0,0.5757575757575758,1.0,1.0,186,28,0,2,0,32,47,22,36,3,7,14,28,7,7,1,1,19,33,1,1,2,2,186,522,2,0,0,0,81,142,44,100,0,1,14,28,7,7,1,1,19,33,1,1,2,2,28,522,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1987-01-21,69,Southpaw,67,1989-09-02,67,Orthodox,66,31.0,29.0,blue,blue,Men's Bantamweight,Men's Bantamweight,2018-04-14,2018-04-14,UFC Fight Night: Poirier vs. Gaethje,UFC Fight Night: Poirier vs. Gaethje
1660,Luke Sanders,Patrick Williams,1,0,0,0,0,0,62,143,59,140,0,0,68,117,61,109,1,5,44,121,13,16,2,3,44,121,13,16,2,3,44,119,13,19,2,2,44,119,13,19,2,2,0.4214285714285714,0.4335664335664336,0.0,0.5596330275229358,0.5811965811965812,0.2,0.3636363636363637,0.8125,0.6666666666666666,0.3636363636363637,0.8125,0.6666666666666666,0.3697478991596639,0.6842105263157895,1.0,0.3697478991596639,0.6842105263157895,1.0,79,55,1,0,0,62,143,59,140,0,0,44,121,13,16,2,3,44,119,13,19,2,2,79,900,3,0,0,0,68,117,61,109,1,5,44,121,13,16,2,3,44,119,13,19,2,2,55,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1985-12-12,67,Southpaw,66,1981-09-07,73,Orthodox,68,32.0,37.0,red,red,Men's Bantamweight,Men's Bantamweight,2018-04-14,2018-04-14,UFC Fight Night: Poirier vs. Gaethje,UFC Fight Night: Poirier vs. Gaethje
1661,Khabib Nurmagomedov,Al Iaquinta,0,1,0,0,0,0,172,352,134,304,6,15,43,143,41,141,0,1,122,287,7,12,5,5,122,287,7,12,5,5,100,255,0,0,34,49,100,255,0,0,34,49,0.4407894736842105,0.4886363636363637,0.4,0.2907801418439716,0.3006993006993007,0.0,0.4250871080139373,0.5833333333333334,1.0,0.4250871080139373,0.5833333333333334,1.0,0.392156862745098,0.0,0.6938775510204082,0.392156862745098,0.0,0.6938775510204082,633,0,0,1,0,172,352,134,304,6,15,122,287,7,12,5,5,100,255,0,0,34,49,633,1500,5,0,0,0,43,143,41,141,0,1,122,287,7,12,5,5,100,255,0,0,34,49,0,1500,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1988-09-20,70,Orthodox,70,1987-04-30,70,Orthodox,70,30.0,31.0,red,red,Men's Lightweight,Men's Lightweight,2018-04-07,2018-04-07,UFC 223: Khabib vs. Iaquinta,UFC 223: Khabib vs. Iaquinta
1662,Rose Namajunas,Joanna Jedrzejczyk,0,0,0,0,0,0,108,304,105,301,1,2,160,372,145,356,0,0,85,270,15,24,5,7,85,270,15,24,5,7,105,301,0,0,0,0,105,301,0,0,0,0,0.3488372093023256,0.35526315789473684,0.5,0.4073033707865169,0.4301075268817205,0.0,0.3148148148148148,0.625,0.7142857142857143,0.3148148148148148,0.625,0.7142857142857143,0.3488372093023256,0.0,0.0,0.3488372093023256,0.0,0.0,56,0,0,0,0,108,304,105,301,1,2,85,270,15,24,5,7,105,301,0,0,0,0,56,1500,5,0,0,0,160,372,145,356,0,0,85,270,15,24,5,7,105,301,0,0,0,0,0,1500,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1992-06-29,65,Orthodox,65,1987-08-18,65,Orthodox,66,26.0,31.0,red,red,Women's Strawweight,Women's Strawweight,2018-04-07,2018-04-07,UFC 223: Khabib vs. Iaquinta,UFC 223: Khabib vs. Iaquinta
1663,Renato Moicano,Calvin Kattar,0,0,0,0,0,0,117,207,116,206,0,0,41,140,41,140,0,2,60,133,18,27,38,46,60,133,18,27,38,46,115,205,1,1,0,0,115,205,1,1,0,0,0.5631067961165048,0.5652173913043478,0.0,0.2928571428571429,0.2928571428571429,0.0,0.4511278195488722,0.6666666666666666,0.8260869565217391,0.4511278195488722,0.6666666666666666,0.8260869565217391,0.5609756097560976,1.0,0.0,0.5609756097560976,1.0,0.0,0,1,0,0,0,117,207,116,206,0,0,60,133,18,27,38,46,115,205,1,1,0,0,0,900,3,0,0,0,41,140,41,140,0,2,60,133,18,27,38,46,115,205,1,1,0,0,1,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1989-05-21,72,Orthodox,71,1988-03-26,72,Orthodox,71,29.0,30.0,red,red,Men's Featherweight,Men's Featherweight,2018-04-07,2018-04-07,UFC 223: Khabib vs. Iaquinta,UFC 223: Khabib vs. Iaquinta
1664,Zabit Magomedsharipov,Kyle Bochniak,0,0,0,0,0,0,114,237,97,217,5,11,44,164,43,163,0,2,75,188,11,14,11,15,75,188,11,14,11,15,89,207,1,2,7,8,89,207,1,2,7,8,0.4470046082949309,0.4810126582278481,0.4545454545454545,0.2638036809815951,0.2682926829268293,0.0,0.398936170212766,0.7857142857142857,0.7333333333333333,0.398936170212766,0.7857142857142857,0.7333333333333333,0.4299516908212561,0.5,0.875,0.4299516908212561,0.5,0.875,228,40,0,0,0,114,237,97,217,5,11,75,188,11,14,11,15,89,207,1,2,7,8,228,900,3,0,0,0,44,164,43,163,0,2,75,188,11,14,11,15,89,207,1,2,7,8,40,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1991-03-01,73,Orthodox,73,1987-02-05,70,Orthodox,67,27.0,31.0,red,red,Men's Featherweight,Men's Featherweight,2018-04-07,2018-04-07,UFC 223: Khabib vs. Iaquinta,UFC 223: Khabib vs. Iaquinta
1665,Joe Lauzon,Chris Gruetzemacher,0,0,0,0,0,0,49,138,48,137,0,2,135,203,128,196,0,0,40,125,7,10,1,2,40,125,7,10,1,2,35,113,11,22,2,2,35,113,11,22,2,2,0.35036496350364965,0.355072463768116,0.0,0.6530612244897959,0.6650246305418719,0.0,0.32,0.7,0.5,0.32,0.7,0.5,0.3097345132743363,0.5,1.0,0.3097345132743363,0.5,1.0,0,98,0,0,0,49,138,48,137,0,2,40,125,7,10,1,2,35,113,11,22,2,2,0,600,2,0,0,0,135,203,128,196,0,0,40,125,7,10,1,2,35,113,11,22,2,2,98,600,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1984-05-22,71,Orthodox,70,1986-06-16,68,Orthodox,68,34.0,32.0,blue,blue,Men's Lightweight,Men's Lightweight,2018-04-07,2018-04-07,UFC 223: Khabib vs. Iaquinta,UFC 223: Khabib vs. Iaquinta
1666,Karolina Kowalkiewicz,Felice Herrig,0,0,1,0,0,0,140,262,126,248,0,3,97,228,86,216,0,5,82,191,31,42,13,15,82,191,31,42,13,15,80,192,43,53,3,3,80,192,43,53,3,3,0.5080645161290323,0.5343511450381679,0.0,0.39814814814814814,0.4254385964912281,0.0,0.4293193717277487,0.7380952380952381,0.8666666666666667,0.4293193717277487,0.7380952380952381,0.8666666666666667,0.4166666666666667,0.8113207547169812,1.0,0.4166666666666667,0.8113207547169812,1.0,71,105,0,0,1,140,262,126,248,0,3,82,191,31,42,13,15,80,192,43,53,3,3,71,900,3,0,0,0,97,228,86,216,0,5,82,191,31,42,13,15,80,192,43,53,3,3,105,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1985-10-15,64,Orthodox,63,1984-09-18,65,Orthodox,64,32.0,34.0,red,red,Women's Strawweight,Women's Strawweight,2018-04-07,2018-04-07,UFC 223: Khabib vs. Iaquinta,UFC 223: Khabib vs. Iaquinta
1667,Evan Dunham,Olivier Aubin-Mercier,0,0,0,1,0,0,4,14,4,14,0,0,13,18,13,18,0,0,4,14,0,0,0,0,4,14,0,0,0,0,3,13,1,1,0,0,3,13,1,1,0,0,0.2857142857142857,0.2857142857142857,0.0,0.7222222222222222,0.7222222222222222,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.0,0.2307692307692308,1.0,0.0,0.2307692307692308,1.0,0.0,0,7,0,0,0,4,14,4,14,0,0,4,14,0,0,0,0,3,13,1,1,0,0,0,53,1,1,0,0,13,18,13,18,0,0,4,14,0,0,0,0,3,13,1,1,0,0,7,53,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1981-12-18,70,Southpaw,70,1989-02-23,70,Southpaw,69,36.0,29.0,blue,blue,Men's Lightweight,Men's Lightweight,2018-04-07,2018-04-07,UFC 223: Khabib vs. Iaquinta,UFC 223: Khabib vs. Iaquinta
1668,Bec Rawlings,Ashlee Evans-Smith,0,0,0,0,0,0,89,196,88,195,0,0,121,337,116,331,1,4,46,147,14,18,28,30,46,147,14,18,28,30,82,188,6,7,0,0,82,188,6,7,0,0,0.4512820512820513,0.4540816326530612,0.0,0.3504531722054381,0.3590504451038576,0.25,0.3129251700680272,0.7777777777777778,0.9333333333333332,0.3129251700680272,0.7777777777777778,0.9333333333333332,0.4361702127659575,0.8571428571428571,0.0,0.4361702127659575,0.8571428571428571,0.0,9,7,0,0,0,89,196,88,195,0,0,46,147,14,18,28,30,82,188,6,7,0,0,9,900,3,0,0,0,121,337,116,331,1,4,46,147,14,18,28,30,82,188,6,7,0,0,7,900,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1989-02-11,64,Orthodox,66,1987-07-09,67,Orthodox,68,29.0,31.0,blue,blue,Women's Flyweight,Women's Flyweight,2018-04-07,2018-04-07,UFC 223: Khabib vs. Iaquinta,UFC 223: Khabib vs. Iaquinta
1669,Devin Clark,Mike Rodriguez,0,0,0,0,0,0,167,200,50,64,7,11,66,95,40,66,0,0,30,38,12,16,8,10,30,38,12,16,8,10,17,24,19,24,14,16,17,24,19,24,14,16,0.78125,0.835,0.6363636363636364,0.6060606060606061,0.6947368421052632,0.0,0.7894736842105263,0.75,0.8,0.7894736842105263,0.75,0.8,0.7083333333333334,0.7916666666666666,0.875,0.7083333333333334,0.7916666666666666,0.875,685,38,0,0,0,167,200,50,64,7,11,30,38,12,16,8,10,17,24,19,24,14,16,685,900,3,0,0,0,66,95,40,66,0,0,30,38,12,16,8,10,17,24,19,24,14,16,38,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1990-04-12,75,Orthodox,72,1988-11-28,82,Southpaw,76,28.0,29.0,red,red,Men's Lightheavyweight,Men's Lightheavyweight,2018-04-07,2018-04-07,UFC 223: Khabib vs. Iaquinta,UFC 223: Khabib vs. Iaquinta
1670,Fabricio Werdum,Alexander Volkov,0,0,2,1,0,0,83,130,48,88,3,9,96,144,48,90,2,2,30,66,12,14,6,8,30,66,12,14,6,8,22,41,1,2,25,45,22,41,1,2,25,45,0.5454545454545454,0.6384615384615384,0.3333333333333333,0.5333333333333333,0.6666666666666666,1.0,0.4545454545454545,0.8571428571428571,0.75,0.4545454545454545,0.8571428571428571,0.75,0.5365853658536586,0.5,0.5555555555555556,0.5365853658536586,0.5,0.5555555555555556,399,106,0,0,2,83,130,48,88,3,9,30,66,12,14,6,8,22,41,1,2,25,45,399,998,4,1,0,0,96,144,48,90,2,2,30,66,12,14,6,8,22,41,1,2,25,45,106,998,4,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1977-07-30,77,Orthodox,76,1988-10-24,80,Orthodox,79,41.0,29.0,blue,blue,Men's Heavyweight,Men's Heavyweight,2018-03-17,2018-03-17,UFC Fight Night: Werdum vs. Volkov,UFC Fight Night: Werdum vs. Volkov
1671,Jimi Manuwa,Jan Blachowicz,0,0,0,1,0,0,37,110,37,110,0,2,124,219,97,191,1,6,16,79,17,23,4,8,16,79,17,23,4,8,32,104,5,6,0,0,32,104,5,6,0,0,0.3363636363636364,0.3363636363636364,0.0,0.5078534031413613,0.5662100456621004,0.16666666666666666,0.20253164556962025,0.7391304347826086,0.5,0.20253164556962025,0.7391304347826086,0.5,0.3076923076923077,0.8333333333333334,0.0,0.3076923076923077,0.8333333333333334,0.0,2,172,0,0,0,37,110,37,110,0,2,16,79,17,23,4,8,32,104,5,6,0,0,2,900,3,1,0,0,124,219,97,191,1,6,16,79,17,23,4,8,32,104,5,6,0,0,172,900,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1980-02-18,79,Orthodox,73,1983-02-24,78,Orthodox,74,38.0,35.0,blue,blue,Men's Lightheavyweight,Men's Lightheavyweight,2018-03-17,2018-03-17,UFC Fight Night: Werdum vs. Volkov,UFC Fight Night: Werdum vs. Volkov
1672,Tom Duquesnoy,Terrion Ware,0,0,0,0,0,0,70,156,67,153,0,3,108,295,85,267,2,6,28,104,8,18,31,31,28,104,8,18,31,31,66,150,1,3,0,0,66,150,1,3,0,0,0.4379084967320261,0.4487179487179487,0.0,0.31835205992509363,0.36610169491525424,0.3333333333333333,0.2692307692307692,0.4444444444444444,1.0,0.2692307692307692,0.4444444444444444,1.0,0.44,0.3333333333333333,0.0,0.44,0.3333333333333333,0.0,5,88,0,0,0,70,156,67,153,0,3,28,104,8,18,31,31,66,150,1,3,0,0,5,900,3,0,0,0,108,295,85,267,2,6,28,104,8,18,31,31,66,150,1,3,0,0,88,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1993-06-21,68,Orthodox,67,1986-03-31,71,Orthodox,68,25.0,32.0,red,red,Men's Bantamweight,Men's Bantamweight,2018-03-17,2018-03-17,UFC Fight Night: Werdum vs. Volkov,UFC Fight Night: Werdum vs. Volkov
1673,Leon Edwards,Peter Sobotta,1,0,1,0,0,0,71,117,42,86,1,2,57,90,16,43,1,4,37,78,5,6,0,2,37,78,5,6,0,2,16,50,1,1,25,35,16,50,1,1,25,35,0.4883720930232558,0.6068376068376068,0.5,0.372093023255814,0.6333333333333333,0.25,0.4743589743589744,0.8333333333333334,0.0,0.4743589743589744,0.8333333333333334,0.0,0.32,1.0,0.7142857142857143,0.32,1.0,0.7142857142857143,501,64,1,0,1,71,117,42,86,1,2,37,78,5,6,0,2,16,50,1,1,25,35,501,899,3,0,0,0,57,90,16,43,1,4,37,78,5,6,0,2,16,50,1,1,25,35,64,899,3,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1991-08-25,74,Southpaw,74,1987-01-11,75,Southpaw,72,27.0,31.0,red,red,Men's Welterweight,Men's Welterweight,2018-03-17,2018-03-17,UFC Fight Night: Werdum vs. Volkov,UFC Fight Night: Werdum vs. Volkov
1674,John Phillips,Charles Byrd,0,0,0,0,1,0,1,2,0,1,0,0,34,41,11,14,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.5,0.0,0.7857142857142857,0.8292682926829268,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,233,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,238,1,0,1,0,34,41,11,14,1,1,0,1,0,0,0,0,0,1,0,0,0,0,233,238,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1985-06-09,75,Southpaw,71,1983-10-11,73,Orthodox,70,33.0,34.0,blue,blue,Men's Middleweight,Men's Middleweight,2018-03-17,2018-03-17,UFC Fight Night: Werdum vs. Volkov,UFC Fight Night: Werdum vs. Volkov
1675,Danny Roberts,Oliver Enkamp,1,0,0,0,0,0,4,10,4,10,0,0,8,14,7,12,0,1,2,8,1,1,1,1,2,8,1,1,1,1,3,8,0,1,1,1,3,8,0,1,1,1,0.4,0.4,0.0,0.5833333333333334,0.5714285714285714,0.0,0.25,1.0,1.0,0.25,1.0,1.0,0.375,0.0,1.0,0.375,0.0,1.0,2,24,1,0,0,4,10,4,10,0,0,2,8,1,1,1,1,3,8,0,1,1,1,2,132,1,0,0,0,8,14,7,12,0,1,2,8,1,1,1,1,3,8,0,1,1,1,24,132,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1987-07-14,74,Southpaw,73,1991-08-10,77,Switch,72,31.0,27.0,red,red,Men's Welterweight,Men's Welterweight,2018-03-17,2018-03-17,UFC Fight Night: Werdum vs. Volkov,UFC Fight Night: Werdum vs. Volkov
1676,Danny Henry,Hakeem Dawodu,1,1,0,0,0,0,2,5,2,5,0,0,3,3,3,3,0,0,2,4,0,1,0,0,2,4,0,1,0,0,2,4,0,0,0,1,2,4,0,0,0,1,0.4,0.4,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,13,0,1,1,0,2,5,2,5,0,0,2,4,0,1,0,0,2,4,0,0,0,1,13,39,1,0,0,0,3,3,3,3,0,0,2,4,0,1,0,0,2,4,0,0,0,1,0,39,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1988-07-17,73,Orthodox,72,1991-07-02,73,Orthodox,68,30.0,27.0,red,red,Men's Featherweight,Men's Featherweight,2018-03-17,2018-03-17,UFC Fight Night: Werdum vs. Volkov,UFC Fight Night: Werdum vs. Volkov
1677,Paul Craig,Magomed Ankalaev,0,1,0,0,0,2,34,70,18,50,2,7,89,129,59,96,0,0,2,30,10,14,6,6,2,30,10,14,6,6,12,41,6,7,0,2,12,41,6,7,0,2,0.36,0.4857142857142857,0.2857142857142857,0.6145833333333334,0.689922480620155,0.0,0.06666666666666668,0.7142857142857143,1.0,0.06666666666666668,0.7142857142857143,1.0,0.2926829268292683,0.8571428571428571,0.0,0.2926829268292683,0.8571428571428571,0.0,107,402,0,1,0,34,70,18,50,2,7,2,30,10,14,6,6,12,41,6,7,0,2,107,899,3,0,0,2,89,129,59,96,0,0,2,30,10,14,6,6,12,41,6,7,0,2,402,899,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1987-11-27,76,Orthodox,75,1992-06-02,75,Orthodox,75,30.0,26.0,red,red,Men's Lightheavyweight,Men's Lightheavyweight,2018-03-17,2018-03-17,UFC Fight Night: Werdum vs. Volkov,UFC Fight Night: Werdum vs. Volkov
1678,Stevie Ray,Kajan Johnson,0,1,0,0,0,0,37,78,24,62,3,4,37,58,33,54,2,4,18,52,1,3,5,7,18,52,1,3,5,7,16,51,1,2,7,9,16,51,1,2,7,9,0.3870967741935484,0.4743589743589744,0.75,0.6111111111111112,0.6379310344827587,0.5,0.3461538461538461,0.3333333333333333,0.7142857142857143,0.3461538461538461,0.3333333333333333,0.7142857142857143,0.3137254901960784,0.5,0.7777777777777778,0.3137254901960784,0.5,0.7777777777777778,100,254,0,1,0,37,78,24,62,3,4,18,52,1,3,5,7,16,51,1,2,7,9,100,900,3,0,0,0,37,58,33,54,2,4,18,52,1,3,5,7,16,51,1,2,7,9,254,900,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1990-03-25,70,Southpaw,70,1984-04-21,75,Orthodox,71,28.0,34.0,blue,blue,Men's Lightweight,Men's Lightweight,2018-03-17,2018-03-17,UFC Fight Night: Werdum vs. Volkov,UFC Fight Night: Werdum vs. Volkov
1679,Mark Godbeer,Dmitry Sosnovskiy,0,0,1,0,2,1,73,91,24,37,0,1,53,71,28,40,2,3,11,24,12,12,1,1,11,24,12,12,1,1,7,17,3,4,14,16,7,17,3,4,14,16,0.6486486486486487,0.8021978021978022,0.0,0.7,0.7464788732394366,0.6666666666666666,0.4583333333333333,1.0,1.0,0.4583333333333333,1.0,1.0,0.4117647058823529,0.75,0.875,0.4117647058823529,0.75,0.875,209,255,0,0,1,73,91,24,37,0,1,11,24,12,12,1,1,7,17,3,4,14,16,209,569,2,0,2,1,53,71,28,40,2,3,11,24,12,12,1,1,7,17,3,4,14,16,255,569,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1983-11-22,77,Orthodox,76,1989-07-06,77,Orthodox,75,34.0,29.0,blue,blue,Men's Heavyweight,Men's Heavyweight,2018-03-17,2018-03-17,UFC Fight Night: Werdum vs. Volkov,UFC Fight Night: Werdum vs. Volkov
1680,Cristiane Justino,Yana Kunitskaya,0,0,0,0,0,0,42,54,33,43,1,1,17,24,5,11,1,4,22,31,11,12,0,0,22,31,11,12,0,0,10,13,8,8,15,22,10,13,8,8,15,22,0.7674418604651163,0.7777777777777778,1.0,0.4545454545454545,0.7083333333333334,0.25,0.7096774193548387,0.9166666666666666,0.0,0.7096774193548387,0.9166666666666666,0.0,0.7692307692307693,1.0,0.6818181818181818,0.7692307692307693,1.0,0.6818181818181818,21,141,0,0,0,42,54,33,43,1,1,22,31,11,12,0,0,10,13,8,8,15,22,21,205,1,0,0,0,17,24,5,11,1,4,22,31,11,12,0,0,10,13,8,8,15,22,141,205,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1985-07-09,68,Orthodox,68,1989-11-11,68,Orthodox,66,33.0,28.0,red,red,Women's Featherweight,Women's Featherweight,2018-03-03,2018-03-03,UFC 222: Cyborg vs. Kunitskaya,UFC 222: Cyborg vs. Kunitskaya
1681,Frankie Edgar,Brian Ortega,0,0,0,1,0,0,27,77,27,77,0,1,25,77,25,76,0,0,12,59,10,13,5,5,12,59,10,13,5,5,27,76,0,1,0,0,27,76,0,1,0,0,0.35064935064935066,0.35064935064935066,0.0,0.32894736842105265,0.3246753246753247,0.0,0.2033898305084746,0.7692307692307693,1.0,0.2033898305084746,0.7692307692307693,1.0,0.35526315789473684,0.0,0.0,0.35526315789473684,0.0,0.0,0,2,0,0,0,27,77,27,77,0,1,12,59,10,13,5,5,27,76,0,1,0,0,0,284,1,1,0,0,25,77,25,76,0,0,12,59,10,13,5,5,27,76,0,1,0,0,2,284,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1981-10-16,68,Orthodox,66,1991-02-21,69,Switch,68,36.0,27.0,blue,blue,Men's Featherweight,Men's Featherweight,2018-03-03,2018-03-03,UFC 222: Cyborg vs. Kunitskaya,UFC 222: Cyborg vs. Kunitskaya
1682,Sean O'Malley,Andre Soukhamthath,0,3,1,0,0,0,73,121,63,111,0,0,42,79,25,60,4,7,41,83,15,21,7,7,41,83,15,21,7,7,53,100,1,2,9,9,53,100,1,2,9,9,0.5675675675675675,0.6033057851239669,0.0,0.4166666666666667,0.5316455696202531,0.5714285714285714,0.4939759036144578,0.7142857142857143,1.0,0.4939759036144578,0.7142857142857143,1.0,0.53,0.5,1.0,0.53,0.5,1.0,55,361,0,3,1,73,121,63,111,0,0,41,83,15,21,7,7,53,100,1,2,9,9,55,900,3,0,0,0,42,79,25,60,4,7,41,83,15,21,7,7,53,100,1,2,9,9,361,900,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1994-10-24,72,Switch,71,1988-10-23,70,Orthodox,69,23.0,29.0,red,red,Men's Bantamweight,Men's Bantamweight,2018-03-03,2018-03-03,UFC 222: Cyborg vs. Kunitskaya,UFC 222: Cyborg vs. Kunitskaya
