,red_name,blue_name,weight_class,event,winner,method,round,red_KDs,red_Sub_Atts,red_Reversals,blue_KDs,blue_Sub_Atts,blue_Reversals,title_bout,red_total_stks_landed,red_total_stks_attempted,red_sig_stks_landed,red_sig_stks_attempted,red_TDs_landed,red_TDs_attempted,blue_total_stks_landed,blue_total_stks_attempted,blue_sig_stks_landed,blue_sig_stks_attempted,blue_TDs_landed,blue_TDs_attempted,red_sig_stks_head_landed,red_sig_stks_head_attempted,red_sig_stks_body_landed,red_sig_stks_body_attempted,red_sig_stks_leg_landed,red_sig_stks_leg_attempted,blue_sig_stks_head_landed,blue_sig_stks_head_attempted,blue_sig_stks_body_landed,blue_sig_stks_body_attempted,blue_sig_stks_leg_landed,blue_sig_stks_leg_attempted,red_sig_stks_distance_landed,red_sig_stks_distance_attempted,red_sig_stks_clinch_landed,red_sig_stks_clinch_attempted,red_sig_stks_ground_landed,red_sig_stks_ground_attempted,blue_sig_stks_distance_landed,blue_sig_stks_distance_attempted,blue_sig_stks_clinch_landed,blue_sig_stks_clinch_attempted,blue_sig_stks_ground_landed,blue_sig_stks_ground_attempted,red_sig_stk_pct,red_total_stk_pct,red_TD_pct,blue_sig_stk_pct,blue_total_stk_pct,blue_TD_pct,red_sig_stk_head_pct,red_sig_stk_body_pct,red_sig_stk_leg_pct,blue_sig_stk_head_pct,blue_sig_stk_body_pct,blue_sig_stk_leg_pct,red_sig_stk_distance_pct,red_sig_stk_clinch_pct,red_sig_stk_ground_pct,blue_sig_stk_distance_pct,blue_sig_stk_clinch_pct,blue_sig_stk_ground_pct,fight_seconds,red_control_seconds,blue_control_seconds,blue_KedD,blue_SubEsc,blue_reversed,blue_TotStkAbs,blue_TotStkSeen,blue_SigStkAbs,blue_SigStkSeen,blue_TakenDown,blue_TDsSeen,blue_SigHeadStkAbs,blue_SigHeadStkSeen,blue_SigBodyStkAbs,blue_SigBodyStkSeen,blue_SigLegStkAbs,blue_SigLegStkSeen,blue_SigDistStkAbs,blue_SigDistStkSeen,blue_SigClchStkAbs,blue_SigClchStkSeen,blue_SigGndStkAbs,blue_SigGndStkSeen,blue_CtrldSec,blue_FightSec,blue_RndEnd,red_KedD,red_SubEsc,red_reversed,red_TotStkAbs,red_TotStkSeen,red_SigStkAbs,red_SigStkSeen,red_TakenDown,red_TDsSeen,red_SigHeadStkAbs,red_SigHeadStkSeen,red_SigBodyStkAbs,red_SigBodyStkSeen,red_SigLegStkAbs,red_SigLegStkSeen,red_SigDistStkAbs,red_SigDistStkSeen,red_SigClchStkAbs,red_SigClchStkSeen,red_SigGndStkAbs,red_SigGndStkSeen,red_CtrldSec,red_FightSec,red_RndEnd
1876,Eryk Anders,Markus Perez,Men's Middleweight,UFC Fight Night: Swanson vs. Ortega,red,Decision - Unanimous,3,0,0,0,0,1,0,False,104,171,79,141,2,4,41,72,30,60,2,5,62,117,16,22,1,2,12,39,14,17,4,4,26,57,24,39,29,45,15,39,11,14,4,7,0.5602836879432624,0.6081871345029239,0.5,0.5,0.5694444444444444,0.4,0.5299145299145299,0.7272727272727273,0.5,0.3076923076923077,0.8235294117647058,1.0,0.45614035087719296,0.6153846153846154,0.6444444444444445,0.38461538461538464,0.7857142857142857,0.5714285714285714,900,472,49,0,0,0,104,171,79,141,2,4,62,117,16,22,1,2,26,57,24,39,29,45,472,900,3,0,1,0,41,72,30,60,2,5,12,39,14,17,4,4,15,39,11,14,4,7,49,900,3
1877,Albert Morales,Benito Lopez,Men's Bantamweight,UFC Fight Night: Swanson vs. Ortega,blue,Decision - Unanimous,3,0,0,0,1,1,0,False,109,252,78,198,0,1,79,188,78,187,0,0,45,154,14,21,19,23,55,144,15,31,8,12,73,186,5,12,0,0,74,180,4,7,0,0,0.3939393939393939,0.43253968253968256,0.0,0.41711229946524064,0.42021276595744683,0.0,0.2922077922077922,0.6666666666666666,0.8260869565217391,0.3819444444444444,0.4838709677419355,0.6666666666666666,0.3924731182795699,0.4166666666666667,0.0,0.4111111111111111,0.5714285714285714,0.0,900,182,53,0,0,0,109,252,78,198,0,1,45,154,14,21,19,23,73,186,5,12,0,0,182,900,3,1,1,0,79,188,78,187,0,0,55,144,15,31,8,12,74,180,4,7,0,0,53,900,3
1878,Alexis Davis,Liz Carmouche,Women's Flyweight,UFC Fight Night: Swanson vs. Ortega,red,Decision - Split,3,0,2,1,0,0,0,False,132,182,23,63,1,3,191,215,49,71,4,4,10,44,6,10,7,9,29,46,13,15,7,10,7,39,9,15,7,9,20,40,12,13,17,18,0.36507936507936506,0.7252747252747253,0.3333333333333333,0.6901408450704225,0.8883720930232558,1.0,0.22727272727272727,0.6,0.7777777777777778,0.6304347826086957,0.8666666666666667,0.7,0.1794871794871795,0.6,0.7777777777777778,0.5,0.9230769230769231,0.9444444444444444,900,350,393,0,2,1,132,182,23,63,1,3,10,44,6,10,7,9,7,39,9,15,7,9,350,900,3,0,0,0,191,215,49,71,4,4,29,46,13,15,7,10,20,40,12,13,17,18,393,900,3
1879,Luke Sanders,Andre Soukhamthath,Men's Bantamweight,UFC Fight Night: Swanson vs. Ortega,blue,KO/TKO,2,0,0,0,1,0,0,False,37,82,23,67,0,1,23,52,20,49,0,0,19,61,4,6,0,0,16,44,3,4,1,1,21,61,2,6,0,0,10,37,3,3,7,9,0.34328358208955223,0.45121951219512196,0.0,0.40816326530612246,0.4423076923076923,0.0,0.3114754098360656,0.6666666666666666,0.0,0.36363636363636365,0.75,1.0,0.3442622950819672,0.3333333333333333,0.0,0.2702702702702703,1.0,0.7777777777777778,366,109,0,0,0,0,37,82,23,67,0,1,19,61,4,6,0,0,21,61,2,6,0,0,109,366,2,1,0,0,23,52,20,49,0,0,16,44,3,4,1,1,10,37,3,3,7,9,0,366,2
1880,Carls John De Tomas,Alex Perez,Men's Bantamweight,UFC Fight Night: Swanson vs. Ortega,blue,Submission,2,0,0,0,0,3,0,False,9,29,8,28,0,2,42,62,24,40,2,4,7,27,0,0,1,1,13,25,5,8,6,7,7,27,1,1,0,0,9,21,7,8,8,11,0.2857142857142857,0.3103448275862069,0.0,0.6,0.6774193548387096,0.5,0.25925925925925924,0.0,1.0,0.52,0.625,0.8571428571428571,0.25925925925925924,1.0,0.0,0.42857142857142855,0.875,0.7272727272727273,414,55,218,0,0,0,9,29,8,28,0,2,7,27,0,0,1,1,7,27,1,1,0,0,55,414,2,0,3,0,42,62,24,40,2,4,13,25,5,8,6,7,9,21,7,8,8,11,218,414,2
1881,Frankie Saenz,Merab Dvalishvili,Men's Bantamweight,UFC Fight Night: Swanson vs. Ortega,red,Decision - Split,3,0,0,0,0,0,0,False,66,115,58,106,0,3,104,180,47,118,11,23,22,63,31,37,5,6,34,98,10,16,3,4,22,59,34,45,2,2,24,84,21,32,2,2,0.5471698113207547,0.5739130434782609,0.0,0.3983050847457627,0.5777777777777777,0.4782608695652174,0.3492063492063492,0.8378378378378378,0.8333333333333334,0.3469387755102041,0.625,0.75,0.3728813559322034,0.7555555555555555,1.0,0.2857142857142857,0.65625,1.0,900,19,466,0,0,0,66,115,58,106,0,3,22,63,31,37,5,6,22,59,34,45,2,2,19,900,3,0,0,0,104,180,47,118,11,23,34,98,10,16,3,4,24,84,21,32,2,2,466,900,3
1882,Alejandro Perez,Iuri Alcantara,Men's Bantamweight,UFC Fight Night: Swanson vs. Ortega,red,Decision - Unanimous,3,0,0,0,0,0,0,False,38,100,35,97,0,3,39,100,38,99,0,3,16,72,4,4,15,21,9,63,15,21,14,15,29,90,6,7,0,0,38,98,0,1,0,0,0.36082474226804123,0.38,0.0,0.3838383838383838,0.39,0.0,0.2222222222222222,1.0,0.7142857142857143,0.14285714285714285,0.7142857142857143,0.9333333333333333,0.32222222222222224,0.8571428571428571,0.0,0.3877551020408163,0.0,0.0,900,55,9,0,0,0,38,100,35,97,0,3,16,72,4,4,15,21,29,90,6,7,0,0,55,900,3,0,0,0,39,100,38,99,0,3,9,63,15,21,14,15,38,98,0,1,0,0,9,900,3
1883,Chris Gruetzemacher,Davi Ramos,Men's Lightweight,UFC Fight Night: Swanson vs. Ortega,blue,Submission,3,0,0,0,0,1,0,False,57,110,46,97,0,0,65,136,55,124,5,9,25,69,10,14,11,14,49,117,4,5,2,2,39,89,4,4,3,4,44,105,9,13,2,6,0.4742268041237113,0.5181818181818182,0.0,0.4435483870967742,0.47794117647058826,0.5555555555555556,0.36231884057971014,0.7142857142857143,0.7857142857142857,0.4188034188034188,0.8,1.0,0.43820224719101125,1.0,0.75,0.41904761904761906,0.6923076923076923,0.3333333333333333,650,15,233,0,0,0,57,110,46,97,0,0,25,69,10,14,11,14,39,89,4,4,3,4,15,650,3,0,1,0,65,136,55,124,5,9,49,117,4,5,2,2,44,105,9,13,2,6,233,650,3
1884,Antonio Braga Neto,Trevin Giles,Men's Middleweight,UFC Fight Night: Swanson vs. Ortega,blue,KO/TKO,3,0,0,0,1,0,0,False,26,86,18,73,2,5,77,120,70,113,0,0,10,60,5,8,3,5,62,104,6,7,2,2,16,71,0,0,2,2,68,111,2,2,0,0,0.2465753424657534,0.3023255813953488,0.4,0.6194690265486725,0.6416666666666667,0.0,0.16666666666666666,0.625,0.6,0.5961538461538461,0.8571428571428571,1.0,0.22535211267605634,0.0,1.0,0.6126126126126126,1.0,0.0,747,194,24,0,0,0,26,86,18,73,2,5,10,60,5,8,3,5,16,71,0,0,2,2,194,747,3,1,0,0,77,120,70,113,0,0,62,104,6,7,2,2,68,111,2,2,0,0,24,747,3
1885,Max Holloway,Jose Aldo,Men's Featherweight,UFC 218: Holloway vs. Aldo 2,red,KO/TKO,3,0,0,0,0,0,0,True,181,406,174,397,0,0,89,165,87,163,0,1,135,349,36,45,3,3,65,133,13,21,9,9,144,356,16,18,14,23,84,159,3,4,0,0,0.43828715365239296,0.4458128078817734,0.0,0.5337423312883436,0.5393939393939394,0.0,0.3868194842406877,0.8,1.0,0.48872180451127817,0.6190476190476191,1.0,0.4044943820224719,0.8888888888888888,0.6086956521739131,0.5283018867924528,0.75,0.0,891,47,2,0,0,0,181,406,174,397,0,0,135,349,36,45,3,3,144,356,16,18,14,23,47,891,3,0,0,0,89,165,87,163,0,1,65,133,13,21,9,9,84,159,3,4,0,0,2,891,3
1886,Alistair Overeem,Francis Ngannou,Men's Heavyweight,UFC 218: Holloway vs. Aldo 2,blue,KO/TKO,1,0,0,0,1,0,0,False,1,4,1,4,0,1,11,20,6,14,0,0,1,4,0,0,0,0,4,12,0,0,2,2,1,4,0,0,0,0,2,10,3,3,1,1,0.25,0.25,0.0,0.42857142857142855,0.55,0.0,0.25,0.0,0.0,0.3333333333333333,0.0,1.0,0.25,0.0,0.0,0.2,1.0,1.0,102,0,63,0,0,0,1,4,1,4,0,1,1,4,0,0,0,0,1,4,0,0,0,0,0,102,1,1,0,0,11,20,6,14,0,0,4,12,0,0,2,2,2,10,3,3,1,1,63,102,1
1887,Henry Cejudo,Sergio Pettis,Men's Flyweight,UFC 218: Holloway vs. Aldo 2,red,Decision - Unanimous,3,0,0,0,0,0,0,False,85,148,36,83,3,5,38,112,25,98,0,1,18,61,10,13,8,9,19,91,3,4,3,3,16,56,3,3,17,24,23,93,1,1,1,4,0.43373493975903615,0.5743243243243243,0.6,0.25510204081632654,0.3392857142857143,0.0,0.29508196721311475,0.7692307692307693,0.8888888888888888,0.2087912087912088,0.75,1.0,0.2857142857142857,1.0,0.7083333333333334,0.24731182795698925,1.0,0.25,900,575,0,0,0,0,85,148,36,83,3,5,18,61,10,13,8,9,16,56,3,3,17,24,575,900,3,0,0,0,38,112,25,98,0,1,19,91,3,4,3,3,23,93,1,1,1,4,0,900,3
1888,Eddie Alvarez,Justin Gaethje,Men's Lightweight,UFC 218: Holloway vs. Aldo 2,red,KO/TKO,3,1,0,0,0,0,0,False,162,366,155,356,1,2,124,240,122,237,0,1,113,299,36,49,6,8,69,180,16,17,37,40,128,325,24,28,3,3,106,218,15,16,1,3,0.4353932584269663,0.4426229508196721,0.5,0.5147679324894515,0.5166666666666667,0.0,0.3779264214046823,0.7346938775510204,0.75,0.38333333333333336,0.9411764705882353,0.925,0.39384615384615385,0.8571428571428571,1.0,0.48623853211009177,0.9375,0.3333333333333333,839,20,6,1,0,0,162,366,155,356,1,2,113,299,36,49,6,8,128,325,24,28,3,3,20,839,3,0,0,0,124,240,122,237,0,1,69,180,16,17,37,40,106,218,15,16,1,3,6,839,3
1889,Tecia Torres,Michelle Waterson,Women's Strawweight,UFC 218: Holloway vs. Aldo 2,red,Decision - Unanimous,3,0,0,0,0,0,1,False,154,238,95,173,1,2,66,148,56,138,2,3,72,143,21,28,2,2,29,106,25,28,2,4,55,124,23,31,17,18,34,111,19,23,3,4,0.5491329479768786,0.6470588235294118,0.5,0.4057971014492754,0.44594594594594594,0.6666666666666666,0.5034965034965035,0.75,1.0,0.27358490566037735,0.8928571428571429,0.5,0.4435483870967742,0.7419354838709677,0.9444444444444444,0.3063063063063063,0.8260869565217391,0.75,900,237,270,0,0,0,154,238,95,173,1,2,72,143,21,28,2,2,55,124,23,31,17,18,237,900,3,0,0,1,66,148,56,138,2,3,29,106,25,28,2,4,34,111,19,23,3,4,270,900,3
1890,Charles Oliveira,Paul Felder,Men's Lightweight,UFC 218: Holloway vs. Aldo 2,blue,KO/TKO,2,0,2,1,0,0,0,False,12,20,6,13,2,3,37,52,31,46,0,0,3,8,0,1,3,4,26,40,4,5,1,1,3,5,1,2,2,6,1,4,4,4,26,38,0.46153846153846156,0.6,0.6666666666666666,0.6739130434782609,0.7115384615384616,0.0,0.375,0.0,0.75,0.65,0.8,1.0,0.6,0.5,0.3333333333333333,0.25,1.0,0.6842105263157895,546,172,291,0,2,1,12,20,6,13,2,3,3,8,0,1,3,4,3,5,1,2,2,6,172,546,2,0,0,0,37,52,31,46,0,0,26,40,4,5,1,1,1,4,4,4,26,38,291,546,2
1891,Alex Oliveira,Yancy Medeiros,Men's Welterweight,UFC 218: Holloway vs. Aldo 2,blue,KO/TKO,3,2,0,0,2,0,1,False,96,164,93,161,2,5,78,155,75,151,1,1,61,117,29,41,3,3,56,127,13,17,6,7,69,127,23,31,1,3,51,119,13,19,11,13,0.577639751552795,0.5853658536585366,0.4,0.4966887417218543,0.5032258064516129,1.0,0.5213675213675214,0.7073170731707317,1.0,0.4409448818897638,0.7647058823529411,0.8571428571428571,0.5433070866141733,0.7419354838709677,0.3333333333333333,0.42857142857142855,0.6842105263157895,0.8461538461538461,722,185,67,2,0,0,96,164,93,161,2,5,61,117,29,41,3,3,69,127,23,31,1,3,185,722,3,2,0,1,78,155,75,151,1,1,56,127,13,17,6,7,51,119,13,19,11,13,67,722,3
1892,David Teymur,Drakkar Klose,Men's Lightweight,UFC 218: Holloway vs. Aldo 2,red,Decision - Unanimous,3,0,0,0,0,0,0,False,71,164,52,137,1,3,55,118,39,100,2,7,16,81,14,31,22,25,22,82,15,15,2,3,47,132,4,4,1,1,32,88,6,11,1,1,0.3795620437956204,0.4329268292682927,0.3333333333333333,0.39,0.4661016949152542,0.2857142857142857,0.19753086419753085,0.45161290322580644,0.88,0.2682926829268293,1.0,0.6666666666666666,0.3560606060606061,1.0,1.0,0.36363636363636365,0.5454545454545454,1.0,900,49,16,0,0,0,71,164,52,137,1,3,16,81,14,31,22,25,47,132,4,4,1,1,49,900,3,0,0,0,55,118,39,100,2,7,22,82,15,15,2,3,32,88,6,11,1,1,16,900,3
1893,Felice Herrig,Cortney Casey,Women's Strawweight,UFC 218: Holloway vs. Aldo 2,red,Decision - Split,3,0,0,0,0,0,1,False,82,268,76,262,1,2,92,234,91,233,0,0,47,219,11,16,18,27,68,208,3,4,20,21,75,260,1,1,0,1,90,229,1,3,0,1,0.2900763358778626,0.30597014925373134,0.5,0.3905579399141631,0.39316239316239315,0.0,0.2146118721461187,0.6875,0.6666666666666666,0.3269230769230769,0.75,0.9523809523809523,0.28846153846153844,1.0,0.0,0.3930131004366812,0.3333333333333333,0.0,900,95,7,0,0,0,82,268,76,262,1,2,47,219,11,16,18,27,75,260,1,1,0,1,95,900,3,0,0,1,92,234,91,233,0,0,68,208,3,4,20,21,90,229,1,3,0,1,7,900,3
1894,Amanda Cooper,Angela Magana,Women's Strawweight,UFC 218: Holloway vs. Aldo 2,red,KO/TKO,2,0,1,0,0,0,0,False,131,184,40,60,1,3,17,38,12,31,0,1,34,54,6,6,0,0,3,19,6,8,3,4,4,19,2,3,34,38,10,29,1,1,1,1,0.6666666666666666,0.7119565217391305,0.3333333333333333,0.3870967741935484,0.4473684210526316,0.0,0.6296296296296297,1.0,0.0,0.15789473684210525,0.75,0.75,0.21052631578947367,0.6666666666666666,0.8947368421052632,0.3448275862068966,1.0,1.0,574,480,0,0,1,0,131,184,40,60,1,3,34,54,6,6,0,0,4,19,2,3,34,38,480,574,2,0,0,0,17,38,12,31,0,1,3,19,6,8,3,4,10,29,1,1,1,1,0,574,2
1895,Sabah Homasi,Abdul Razak Alhassan,Men's Welterweight,UFC 218: Holloway vs. Aldo 2,blue,KO/TKO,1,0,0,0,1,0,0,False,41,62,39,60,0,2,34,70,27,61,1,3,23,42,12,14,4,4,22,55,2,2,3,4,16,33,18,22,5,5,18,48,9,13,0,0,0.65,0.6612903225806451,0.0,0.4426229508196721,0.4857142857142857,0.3333333333333333,0.5476190476190477,0.8571428571428571,1.0,0.4,1.0,0.75,0.48484848484848486,0.8181818181818182,1.0,0.375,0.6923076923076923,0.0,261,11,137,0,0,0,41,62,39,60,0,2,23,42,12,14,4,4,16,33,18,22,5,5,11,261,1,1,0,0,34,70,27,61,1,3,22,55,2,2,3,4,18,48,9,13,0,0,137,261,1
1896,Jeremy Kimball,Dominick Reyes,Men's Lightheavyweight,UFC 218: Holloway vs. Aldo 2,blue,Submission,1,0,0,0,0,1,0,False,4,6,4,6,1,4,27,42,16,28,1,1,4,6,0,0,0,0,13,25,2,2,1,1,2,4,1,1,1,1,3,5,0,0,13,23,0.6666666666666666,0.6666666666666666,0.25,0.5714285714285714,0.6428571428571429,1.0,0.6666666666666666,0.0,0.0,0.52,1.0,1.0,0.5,1.0,1.0,0.6,0.0,0.5652173913043478,219,60,127,0,0,0,4,6,4,6,1,4,4,6,0,0,0,0,2,4,1,1,1,1,60,219,1,0,1,0,27,42,16,28,1,1,13,25,2,2,1,1,3,5,0,0,13,23,127,219,1
1897,Justin Willis,Allen Crowder,Men's Heavyweight,UFC 218: Holloway vs. Aldo 2,red,KO/TKO,1,1,0,0,0,0,0,False,25,47,22,44,0,0,17,41,15,38,0,0,21,43,1,1,0,0,6,29,1,1,8,8,14,25,6,17,2,2,13,31,2,7,0,0,0.5,0.5319148936170213,0.0,0.39473684210526316,0.4146341463414634,0.0,0.4883720930232558,1.0,0.0,0.20689655172413793,1.0,1.0,0.56,0.35294117647058826,1.0,0.41935483870967744,0.2857142857142857,0.0,153,2,0,1,0,0,25,47,22,44,0,0,21,43,1,1,0,0,14,25,6,17,2,2,2,153,1,0,0,0,17,41,15,38,0,0,6,29,1,1,8,8,13,31,2,7,0,0,0,153,1
1898,Nicco Montano,Roxanne Modafferi,Women's Flyweight,The Ultimate Fighter: A New World Champion Finale,red,Decision - Unanimous,5,0,1,1,0,1,0,True,242,524,186,456,3,6,154,433,132,403,2,9,138,397,13,23,35,36,112,373,12,21,8,9,161,422,10,18,15,16,123,391,7,10,2,2,0.40789473684210525,0.4618320610687023,0.5,0.32754342431761785,0.3556581986143187,0.2222222222222222,0.34760705289672544,0.5652173913043478,0.9722222222222222,0.3002680965147453,0.5714285714285714,0.8888888888888888,0.3815165876777251,0.5555555555555556,0.9375,0.3145780051150895,0.7,1.0,1500,371,185,0,1,1,242,524,186,456,3,6,138,397,13,23,35,36,161,422,10,18,15,16,371,1500,5,0,1,0,154,433,132,403,2,9,112,373,12,21,8,9,123,391,7,10,2,2,185,1500,5
1899,Sean O'Malley,Terrion Ware,Men's Bantamweight,The Ultimate Fighter: A New World Champion Finale,red,Decision - Unanimous,3,0,0,0,0,0,0,False,142,255,141,252,3,6,96,296,88,288,0,2,119,224,20,26,2,2,59,241,17,27,12,20,131,241,6,7,4,4,83,271,5,17,0,0,0.5595238095238095,0.5568627450980392,0.5,0.3055555555555556,0.32432432432432434,0.0,0.53125,0.7692307692307693,1.0,0.24481327800829875,0.6296296296296297,0.6,0.5435684647302904,0.8571428571428571,1.0,0.3062730627306273,0.29411764705882354,0.0,900,27,69,0,0,0,142,255,141,252,3,6,119,224,20,26,2,2,131,241,6,7,4,4,27,900,3,0,0,0,96,296,88,288,0,2,59,241,17,27,12,20,83,271,5,17,0,0,69,900,3
1900,Barb Honchak,Lauren Murphy,Women's Flyweight,The Ultimate Fighter: A New World Champion Finale,blue,Decision - Split,3,0,2,0,0,0,0,False,75,241,71,236,0,0,77,222,59,197,2,2,55,216,3,5,13,15,49,184,2,4,8,9,71,236,0,0,0,0,59,197,0,0,0,0,0.3008474576271186,0.3112033195020747,0.0,0.29949238578680204,0.34684684684684686,1.0,0.25462962962962965,0.6,0.8666666666666667,0.266304347826087,0.5,0.8888888888888888,0.3008474576271186,0.0,0.0,0.29949238578680204,0.0,0.0,900,21,208,0,2,0,75,241,71,236,0,0,55,216,3,5,13,15,71,236,0,0,0,0,21,900,3,0,0,0,77,222,59,197,2,2,49,184,2,4,8,9,59,197,0,0,0,0,208,900,3
1901,Eric Spicely,Gerald Meerschaert,Men's Middleweight,The Ultimate Fighter: A New World Champion Finale,blue,KO/TKO,2,0,1,0,1,0,1,False,59,81,17,31,1,5,45,95,36,85,0,0,15,28,2,3,0,0,30,77,6,8,0,0,11,24,1,1,5,6,33,82,1,1,2,2,0.5483870967741935,0.7283950617283951,0.2,0.4235294117647059,0.47368421052631576,0.0,0.5357142857142857,0.6666666666666666,0.0,0.38961038961038963,0.75,0.0,0.4583333333333333,1.0,0.8333333333333334,0.4024390243902439,1.0,1.0,438,220,22,0,1,0,59,81,17,31,1,5,15,28,2,3,0,0,11,24,1,1,5,6,220,438,2,1,0,1,45,95,36,85,0,0,30,77,6,8,0,0,33,82,1,1,2,2,22,438,2
1902,DeAnna Bennett,Melinda Fabian,Women's Flyweight,The Ultimate Fighter: A New World Champion Finale,Draw,Decision - Majority,3,0,1,0,1,0,0,False,82,117,47,81,0,11,102,175,49,117,0,0,25,54,16,21,6,6,34,98,12,16,3,3,27,57,19,23,1,1,32,91,17,24,0,2,0.5802469135802469,0.7008547008547008,0.0,0.4188034188034188,0.5828571428571429,0.0,0.46296296296296297,0.7619047619047619,1.0,0.3469387755102041,0.75,1.0,0.47368421052631576,0.8260869565217391,1.0,0.3516483516483517,0.7083333333333334,0.0,900,590,24,0,1,0,82,117,47,81,0,11,25,54,16,21,6,6,27,57,19,23,1,1,590,900,3,1,0,0,102,175,49,117,0,0,34,98,12,16,3,3,32,91,17,24,0,2,24,900,3
1903,Joe Soto,Brett Johns,Men's Bantamweight,The Ultimate Fighter: A New World Champion Finale,blue,Submission,1,0,0,0,0,1,0,False,0,0,0,0,0,1,1,9,1,9,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,1,0,1,9,1,9,0,0,1,9,0,0,0,0,1,9,0,0,0,0,0,30,1
1904,Christina Marks,Montana De La Rosa,Women's Flyweight,The Ultimate Fighter: A New World Champion Finale,blue,Submission,1,0,0,0,0,1,0,False,17,24,10,17,1,1,8,19,6,17,0,0,6,13,2,2,2,2,3,13,2,3,1,1,7,12,3,4,0,1,3,10,3,7,0,0,0.5882352941176471,0.7083333333333334,1.0,0.35294117647058826,0.42105263157894735,0.0,0.46153846153846156,1.0,1.0,0.23076923076923078,0.6666666666666666,1.0,0.5833333333333334,0.75,0.0,0.3,0.42857142857142855,0.0,120,41,25,0,0,0,17,24,10,17,1,1,6,13,2,2,2,2,7,12,3,4,0,1,41,120,1,0,1,0,8,19,6,17,0,0,3,13,2,3,1,1,3,10,3,7,0,0,25,120,1
1905,Andrew Sanchez,Ryan Janes,Men's Middleweight,The Ultimate Fighter: A New World Champion Finale,blue,KO/TKO,3,2,0,0,0,0,0,False,113,200,96,183,3,7,200,312,159,267,0,0,90,173,6,10,0,0,121,226,32,35,6,6,80,160,9,14,7,9,131,232,28,35,0,0,0.5245901639344263,0.565,0.42857142857142855,0.5955056179775281,0.6410256410256411,0.0,0.5202312138728323,0.6,0.0,0.5353982300884956,0.9142857142857143,1.0,0.5,0.6428571428571429,0.7777777777777778,0.5646551724137931,0.8,0.0,658,127,14,2,0,0,113,200,96,183,3,7,90,173,6,10,0,0,80,160,9,14,7,9,127,658,3,0,0,0,200,312,159,267,0,0,121,226,32,35,6,6,131,232,28,35,0,0,14,658,3
1906,Karine Gevorgyan,Rachael Ostovich,Women's Flyweight,The Ultimate Fighter: A New World Champion Finale,blue,Submission,1,0,0,0,0,1,0,False,2,10,2,10,0,2,5,15,3,13,1,1,2,10,0,0,0,0,1,10,0,0,2,3,2,10,0,0,0,0,3,13,0,0,0,0,0.2,0.2,0.0,0.23076923076923078,0.3333333333333333,1.0,0.2,0.0,0.0,0.1,0.0,0.6666666666666666,0.2,0.0,0.0,0.23076923076923078,0.0,0.0,100,22,36,0,0,0,2,10,2,10,0,2,2,10,0,0,0,0,2,10,0,0,0,0,22,100,1,0,1,0,5,15,3,13,1,1,1,10,0,0,2,3,3,13,0,0,0,0,36,100,1
1907,Ariel Beck,Shana Dobson,Women's Flyweight,The Ultimate Fighter: A New World Champion Finale,blue,KO/TKO,2,0,0,0,1,0,0,False,35,102,35,102,0,0,36,97,34,95,0,0,8,52,16,37,11,13,19,70,9,16,6,9,34,100,1,2,0,0,31,92,3,3,0,0,0.3431372549019608,0.3431372549019608,0.0,0.35789473684210527,0.3711340206185567,0.0,0.15384615384615385,0.43243243243243246,0.8461538461538461,0.2714285714285714,0.5625,0.6666666666666666,0.34,0.5,0.0,0.33695652173913043,1.0,0.0,473,9,0,0,0,0,35,102,35,102,0,0,8,52,16,37,11,13,34,100,1,2,0,0,9,473,2,1,0,0,36,97,34,95,0,0,19,70,9,16,6,9,31,92,3,3,0,0,0,473,2
1908,Gillian Robertson,Emily Whitmire,Women's Flyweight,The Ultimate Fighter: A New World Champion Finale,red,Submission,1,0,1,0,0,0,1,False,4,8,2,6,1,1,13,20,9,15,0,0,2,6,0,0,0,0,7,13,0,0,2,2,2,6,0,0,0,0,6,12,2,2,1,1,0.3333333333333333,0.5,1.0,0.6,0.65,0.0,0.3333333333333333,0.0,0.0,0.5384615384615384,0.0,1.0,0.3333333333333333,0.0,0.0,0.5,1.0,1.0,132,49,33,0,1,0,4,8,2,6,1,1,2,6,0,0,0,0,2,6,0,0,0,0,49,132,1,0,0,1,13,20,9,15,0,0,7,13,0,0,2,2,6,12,2,2,1,1,33,132,1
1909,Michael Bisping,Kelvin Gastelum,Men's Middleweight,UFC Fight Night: Bisping vs. Gastelum,blue,KO/TKO,1,0,0,0,1,0,0,False,7,24,7,24,0,0,14,27,14,27,0,0,5,22,1,1,1,1,7,19,5,6,2,2,7,24,0,0,0,0,9,20,1,1,4,6,0.2916666666666667,0.2916666666666667,0.0,0.5185185185185185,0.5185185185185185,0.0,0.22727272727272727,1.0,1.0,0.3684210526315789,0.8333333333333334,1.0,0.2916666666666667,0.0,0.0,0.45,1.0,0.6666666666666666,150,0,7,0,0,0,7,24,7,24,0,0,5,22,1,1,1,1,7,24,0,0,0,0,0,150,1,1,0,0,14,27,14,27,0,0,7,19,5,6,2,2,9,20,1,1,4,6,7,150,1
