,red_name,blue_name,weight_class,event,winner,method,round,red_KDs,red_Sub_Atts,red_Reversals,blue_KDs,blue_Sub_Atts,blue_Reversals,title_bout,red_total_stks_landed,red_total_stks_attempted,red_sig_stks_landed,red_sig_stks_attempted,red_TDs_landed,red_TDs_attempted,blue_total_stks_landed,blue_total_stks_attempted,blue_sig_stks_landed,blue_sig_stks_attempted,blue_TDs_landed,blue_TDs_attempted,red_sig_stks_head_landed,red_sig_stks_head_attempted,red_sig_stks_body_landed,red_sig_stks_body_attempted,red_sig_stks_leg_landed,red_sig_stks_leg_attempted,blue_sig_stks_head_landed,blue_sig_stks_head_attempted,blue_sig_stks_body_landed,blue_sig_stks_body_attempted,blue_sig_stks_leg_landed,blue_sig_stks_leg_attempted,red_sig_stks_distance_landed,red_sig_stks_distance_attempted,red_sig_stks_clinch_landed,red_sig_stks_clinch_attempted,red_sig_stks_ground_landed,red_sig_stks_ground_attempted,blue_sig_stks_distance_landed,blue_sig_stks_distance_attempted,blue_sig_stks_clinch_landed,blue_sig_stks_clinch_attempted,blue_sig_stks_ground_landed,blue_sig_stks_ground_attempted,red_sig_stk_pct,red_total_stk_pct,red_TD_pct,blue_sig_stk_pct,blue_total_stk_pct,blue_TD_pct,red_sig_stk_head_pct,red_sig_stk_body_pct,red_sig_stk_leg_pct,blue_sig_stk_head_pct,blue_sig_stk_body_pct,blue_sig_stk_leg_pct,red_sig_stk_distance_pct,red_sig_stk_clinch_pct,red_sig_stk_ground_pct,blue_sig_stk_distance_pct,blue_sig_stk_clinch_pct,blue_sig_stk_ground_pct,fight_seconds,red_control_seconds,blue_control_seconds,blue_KedD,blue_SubEsc,blue_reversed,blue_TotStkAbs,blue_TotStkSeen,blue_SigStkAbs,blue_SigStkSeen,blue_TakenDown,blue_TDsSeen,blue_SigHeadStkAbs,blue_SigHeadStkSeen,blue_SigBodyStkAbs,blue_SigBodyStkSeen,blue_SigLegStkAbs,blue_SigLegStkSeen,blue_SigDistStkAbs,blue_SigDistStkSeen,blue_SigClchStkAbs,blue_SigClchStkSeen,blue_SigGndStkAbs,blue_SigGndStkSeen,blue_CtrldSec,blue_FightSec,blue_RndEnd,red_KedD,red_SubEsc,red_reversed,red_TotStkAbs,red_TotStkSeen,red_SigStkAbs,red_SigStkSeen,red_TakenDown,red_TDsSeen,red_SigHeadStkAbs,red_SigHeadStkSeen,red_SigBodyStkAbs,red_SigBodyStkSeen,red_SigLegStkAbs,red_SigLegStkSeen,red_SigDistStkAbs,red_SigDistStkSeen,red_SigClchStkAbs,red_SigClchStkSeen,red_SigGndStkAbs,red_SigGndStkSeen,red_CtrldSec,red_FightSec,red_RndEnd
2698,Robert Whiteford,Lucas Martins,Men's Featherweight,UFC Fight Night: Rothwell vs Dos Santos,blue,Decision - Split,3,0,0,0,0,0,0,False,90,158,45,99,1,4,31,88,30,87,0,0,20,64,14,20,11,15,20,69,4,10,6,8,41,92,4,7,0,0,29,84,1,3,0,0,0.45454545454545453,0.569620253164557,0.25,0.3448275862068966,0.3522727272727273,0.0,0.3125,0.7,0.7333333333333333,0.2898550724637681,0.4,0.75,0.44565217391304346,0.5714285714285714,0.0,0.34523809523809523,0.3333333333333333,0.0,900,96,0,0,0,0,90,158,45,99,1,4,20,64,14,20,11,15,41,92,4,7,0,0,96,900,3,0,0,0,31,88,30,87,0,0,20,69,4,10,6,8,29,84,1,3,0,0,0,900,3
2699,Jared Cannonier,Cyril Asker,Men's Heavyweight,UFC Fight Night: Rothwell vs Dos Santos,red,KO/TKO,1,1,0,0,0,0,0,False,27,34,27,34,0,0,13,39,13,39,0,3,15,22,9,9,3,3,10,35,3,4,0,0,17,24,4,4,6,6,12,38,1,1,0,0,0.7941176470588235,0.7941176470588235,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6818181818181818,1.0,1.0,0.2857142857142857,0.75,0.0,0.7083333333333334,1.0,1.0,0.3157894736842105,1.0,0.0,164,6,40,1,0,0,27,34,27,34,0,0,15,22,9,9,3,3,17,24,4,4,6,6,6,164,1,0,0,0,13,39,13,39,0,3,10,35,3,4,0,0,12,38,1,1,0,0,40,164,1
2700,Alessio Di Chirico,Bojan Velickovic,Men's Middleweight,UFC Fight Night: Rothwell vs Dos Santos,blue,Decision - Unanimous,3,0,0,0,0,1,1,False,78,161,65,148,2,3,56,148,45,135,1,5,40,111,16,25,9,12,16,89,9,17,20,29,61,142,2,3,2,3,43,131,2,4,0,0,0.4391891891891892,0.484472049689441,0.6666666666666666,0.3333333333333333,0.3783783783783784,0.2,0.36036036036036034,0.64,0.75,0.1797752808988764,0.5294117647058824,0.6896551724137931,0.4295774647887324,0.6666666666666666,0.6666666666666666,0.3282442748091603,0.5,0.0,900,27,46,0,0,0,78,161,65,148,2,3,40,111,16,25,9,12,61,142,2,3,2,3,27,900,3,0,1,1,56,148,45,135,1,5,16,89,9,17,20,29,43,131,2,4,0,0,46,900,3
2701,Mark Hunt,Frank Mir,Men's Heavyweight,UFC Fight Night: Hunt vs Mir,red,KO/TKO,1,1,0,0,0,0,0,False,8,19,8,19,0,0,2,11,1,10,0,3,6,14,1,2,1,3,1,10,0,0,0,0,8,19,0,0,0,0,1,10,0,0,0,0,0.42105263157894735,0.42105263157894735,0.0,0.1,0.18181818181818182,0.0,0.42857142857142855,0.5,0.3333333333333333,0.1,0.0,0.0,0.42105263157894735,0.0,0.0,0.1,0.0,0.0,181,2,0,1,0,0,8,19,8,19,0,0,6,14,1,2,1,3,8,19,0,0,0,0,2,181,1,0,0,0,2,11,1,10,0,3,1,10,0,0,0,0,1,10,0,0,0,0,0,181,1
2702,Hector Lombard,Neil Magny,Men's Welterweight,UFC Fight Night: Hunt vs Mir,blue,KO/TKO,3,2,0,0,0,2,0,False,75,95,60,79,1,3,196,250,148,197,1,2,54,71,2,3,4,5,133,181,12,13,3,3,12,21,7,9,41,49,32,69,16,16,100,112,0.759493670886076,0.7894736842105263,0.3333333333333333,0.751269035532995,0.784,0.5,0.7605633802816901,0.6666666666666666,0.8,0.7348066298342542,0.9230769230769231,1.0,0.5714285714285714,0.7777777777777778,0.8367346938775511,0.463768115942029,1.0,0.8928571428571429,646,276,139,2,0,0,75,95,60,79,1,3,54,71,2,3,4,5,12,21,7,9,41,49,276,646,3,0,2,0,196,250,148,197,1,2,133,181,12,13,3,3,32,69,16,16,100,112,139,646,3
2703,Jake Matthews,Johnny Case,Men's Lightweight,UFC Fight Night: Hunt vs Mir,red,Submission,3,0,2,0,0,0,0,False,50,129,36,114,0,4,49,116,35,100,1,6,15,81,10,19,11,14,15,66,14,26,6,8,30,100,4,9,2,5,27,86,2,6,6,8,0.3157894736842105,0.3875968992248062,0.0,0.35,0.4224137931034483,0.16666666666666666,0.18518518518518517,0.5263157894736842,0.7857142857142857,0.22727272727272727,0.5384615384615384,0.75,0.3,0.4444444444444444,0.4,0.313953488372093,0.3333333333333333,0.75,885,74,196,0,2,0,50,129,36,114,0,4,15,81,10,19,11,14,30,100,4,9,2,5,74,885,3,0,0,0,49,116,35,100,1,6,15,66,14,26,6,8,27,86,2,6,6,8,196,885,3
2704,Daniel Kelly,Antonio Carlos Junior,Men's Middleweight,UFC Fight Night: Hunt vs Mir,red,KO/TKO,3,0,0,0,0,0,0,False,57,112,37,88,0,1,52,87,33,62,2,9,30,80,3,3,4,5,22,47,9,12,2,3,8,37,3,5,26,46,26,52,2,4,5,6,0.42045454545454547,0.5089285714285714,0.0,0.532258064516129,0.5977011494252874,0.2222222222222222,0.375,1.0,0.8,0.46808510638297873,0.75,0.6666666666666666,0.21621621621621623,0.6,0.5652173913043478,0.5,0.5,0.8333333333333334,696,73,298,0,0,0,57,112,37,88,0,1,30,80,3,3,4,5,8,37,3,5,26,46,73,696,3,0,0,0,52,87,33,62,2,9,22,47,9,12,2,3,26,52,2,4,5,6,298,696,3
2705,James Te Huna,Steve Bosse,Men's Lightheavyweight,UFC Fight Night: Hunt vs Mir,blue,KO/TKO,1,0,0,0,1,0,0,False,1,7,1,7,0,0,5,12,5,12,0,0,0,4,1,3,0,0,3,8,1,3,1,1,1,7,0,0,0,0,5,12,0,0,0,0,0.14285714285714285,0.14285714285714285,0.0,0.4166666666666667,0.4166666666666667,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,1.0,0.14285714285714285,0.0,0.0,0.4166666666666667,0.0,0.0,52,0,1,0,0,0,1,7,1,7,0,0,0,4,1,3,0,0,1,7,0,0,0,0,0,52,1,1,0,0,5,12,5,12,0,0,3,8,1,3,1,1,5,12,0,0,0,0,1,52,1
2706,Bec Rawlings,Seo Hee Ham,Women's Strawweight,UFC Fight Night: Hunt vs Mir,red,Decision - Unanimous,3,0,0,0,0,1,1,False,90,199,77,183,1,3,119,276,92,247,0,2,61,156,16,27,0,0,61,202,27,38,4,7,63,164,6,11,8,8,81,231,7,11,4,5,0.4207650273224044,0.45226130653266333,0.3333333333333333,0.3724696356275304,0.4311594202898551,0.0,0.391025641025641,0.5925925925925926,0.0,0.30198019801980197,0.7105263157894737,0.5714285714285714,0.38414634146341464,0.5454545454545454,1.0,0.35064935064935066,0.6363636363636364,0.8,900,301,62,0,0,0,90,199,77,183,1,3,61,156,16,27,0,0,63,164,6,11,8,8,301,900,3,0,1,1,119,276,92,247,0,2,61,202,27,38,4,7,81,231,7,11,4,5,62,900,3
2707,Brendan O'Reilly,Alan Jouban,Men's Welterweight,UFC Fight Night: Hunt vs Mir,blue,KO/TKO,1,0,0,0,1,0,0,False,12,21,8,17,1,1,37,45,32,40,0,0,3,12,4,4,1,1,22,30,9,9,1,1,3,9,5,7,0,1,11,15,16,19,5,6,0.47058823529411764,0.5714285714285714,1.0,0.8,0.8222222222222222,0.0,0.25,1.0,1.0,0.7333333333333333,1.0,1.0,0.3333333333333333,0.7142857142857143,0.0,0.7333333333333333,0.8421052631578947,0.8333333333333334,135,46,34,0,0,0,12,21,8,17,1,1,3,12,4,4,1,1,3,9,5,7,0,1,46,135,1,1,0,0,37,45,32,40,0,0,22,30,9,9,1,1,11,15,16,19,5,6,34,135,1
2708,Dan Hooker,Mark Eddiva,Men's Featherweight,UFC Fight Night: Hunt vs Mir,red,Submission,1,0,1,0,0,0,0,False,6,10,5,9,0,0,7,12,4,8,0,2,2,5,2,2,1,2,1,4,2,3,1,1,4,8,1,1,0,0,4,8,0,0,0,0,0.5555555555555556,0.6,0.0,0.5,0.5833333333333334,0.0,0.4,1.0,0.5,0.25,0.6666666666666666,1.0,0.5,1.0,0.0,0.5,0.0,0.0,84,13,17,0,1,0,6,10,5,9,0,0,2,5,2,2,1,2,4,8,1,1,0,0,13,84,1,0,0,0,7,12,4,8,0,2,1,4,2,3,1,1,4,8,0,0,0,0,17,84,1
2709,Leslie Smith,Rin Nakai,Women's Bantamweight,UFC Fight Night: Hunt vs Mir,red,Decision - Unanimous,3,0,0,0,0,1,0,False,72,193,62,181,0,0,58,124,31,92,3,13,51,167,11,14,0,0,26,81,4,9,1,2,59,176,3,5,0,0,22,80,9,12,0,0,0.3425414364640884,0.37305699481865284,0.0,0.33695652173913043,0.46774193548387094,0.23076923076923078,0.30538922155688625,0.7857142857142857,0.0,0.32098765432098764,0.4444444444444444,0.5,0.3352272727272727,0.6,0.0,0.275,0.75,0.0,900,2,332,0,0,0,72,193,62,181,0,0,51,167,11,14,0,0,59,176,3,5,0,0,2,900,3,0,1,0,58,124,31,92,3,13,26,81,4,9,1,2,22,80,9,12,0,0,332,900,3
2710,Richard Walsh,Viscardi Andrade,Men's Welterweight,UFC Fight Night: Hunt vs Mir,blue,Decision - Unanimous,3,1,0,0,0,1,0,False,82,171,46,130,1,3,78,139,38,88,5,8,37,108,4,15,5,7,30,77,5,8,3,3,33,112,3,4,10,14,31,76,1,4,6,8,0.35384615384615387,0.47953216374269003,0.3333333333333333,0.4318181818181818,0.5611510791366906,0.625,0.3425925925925926,0.26666666666666666,0.7142857142857143,0.38961038961038963,0.625,1.0,0.29464285714285715,0.75,0.7142857142857143,0.40789473684210525,0.25,0.75,900,112,417,1,0,0,82,171,46,130,1,3,37,108,4,15,5,7,33,112,3,4,10,14,112,900,3,0,1,0,78,139,38,88,5,8,30,77,5,8,3,3,31,76,1,4,6,8,417,900,3
2711,Ross Pearson,Chad Laprise,Men's Lightweight,UFC Fight Night: Hunt vs Mir,red,Decision - Split,3,0,0,0,0,0,0,False,52,156,52,155,0,1,78,214,78,214,0,0,21,108,10,22,21,25,63,194,9,14,6,6,52,155,0,0,0,0,78,212,0,2,0,0,0.33548387096774196,0.3333333333333333,0.0,0.3644859813084112,0.3644859813084112,0.0,0.19444444444444445,0.45454545454545453,0.84,0.3247422680412371,0.6428571428571429,1.0,0.33548387096774196,0.0,0.0,0.36792452830188677,0.0,0.0,900,0,1,0,0,0,52,156,52,155,0,1,21,108,10,22,21,25,52,155,0,0,0,0,0,900,3,0,0,0,78,214,78,214,0,0,63,194,9,14,6,6,78,212,0,2,0,0,1,900,3
2712,Alan Patrick,Damien Brown,Men's Lightweight,UFC Fight Night: Hunt vs Mir,red,Decision - Unanimous,3,0,1,0,0,1,0,False,117,147,25,39,5,7,51,64,15,25,1,3,23,36,1,2,1,1,13,21,2,3,0,1,7,12,0,0,18,27,6,11,1,2,8,12,0.6410256410256411,0.7959183673469388,0.7142857142857143,0.6,0.796875,0.3333333333333333,0.6388888888888888,0.5,1.0,0.6190476190476191,0.6666666666666666,0.0,0.5833333333333334,0.0,0.6666666666666666,0.5454545454545454,0.5,0.6666666666666666,900,741,36,0,1,0,117,147,25,39,5,7,23,36,1,2,1,1,7,12,0,0,18,27,741,900,3,0,1,0,51,64,15,25,1,3,13,21,2,3,0,1,6,11,1,2,8,12,36,900,3
2713,Conor McGregor,Nate Diaz,Men's Welterweight,UFC 196: McGregor vs Diaz,blue,Submission,2,0,0,1,0,2,0,False,66,145,61,140,0,1,89,169,77,152,1,1,47,117,7,11,7,12,65,131,9,13,3,8,56,133,3,4,2,3,62,133,10,12,5,7,0.4357142857142857,0.45517241379310347,0.0,0.506578947368421,0.5266272189349113,1.0,0.4017094017094017,0.6363636363636364,0.5833333333333334,0.4961832061068702,0.6923076923076923,0.375,0.42105263157894735,0.75,0.6666666666666666,0.46616541353383456,0.8333333333333334,0.7142857142857143,552,39,70,0,0,1,66,145,61,140,0,1,47,117,7,11,7,12,56,133,3,4,2,3,39,552,2,0,2,0,89,169,77,152,1,1,65,131,9,13,3,8,62,133,10,12,5,7,70,552,2
2714,Holly Holm,Miesha Tate,Women's Bantamweight,UFC 196: McGregor vs Diaz,blue,Submission,5,0,0,0,0,2,0,True,68,151,59,142,0,0,65,132,40,104,2,9,35,109,16,21,8,12,29,83,7,12,4,9,57,139,2,3,0,0,26,88,4,4,10,12,0.4154929577464789,0.4503311258278146,0.0,0.38461538461538464,0.49242424242424243,0.2222222222222222,0.3211009174311927,0.7619047619047619,0.6666666666666666,0.3493975903614458,0.5833333333333334,0.4444444444444444,0.41007194244604317,0.6666666666666666,0.0,0.29545454545454547,1.0,0.8333333333333334,1410,51,305,0,0,0,68,151,59,142,0,0,35,109,16,21,8,12,57,139,2,3,0,0,51,1410,5,0,2,0,65,132,40,104,2,9,29,83,7,12,4,9,26,88,4,4,10,12,305,1410,5
2715,Gian Villante,Ilir Latifi,Men's Lightheavyweight,UFC 196: McGregor vs Diaz,blue,Decision - Unanimous,3,0,0,0,0,0,0,False,32,79,23,68,0,1,36,59,30,53,3,12,14,46,5,16,4,6,21,41,6,8,3,4,19,62,4,6,0,0,19,39,8,10,3,4,0.3382352941176471,0.4050632911392405,0.0,0.5660377358490566,0.6101694915254238,0.25,0.30434782608695654,0.3125,0.6666666666666666,0.5121951219512195,0.75,0.75,0.3064516129032258,0.6666666666666666,0.0,0.48717948717948717,0.8,0.75,900,9,277,0,0,0,32,79,23,68,0,1,14,46,5,16,4,6,19,62,4,6,0,0,9,900,3,0,0,0,36,59,30,53,3,12,21,41,6,8,3,4,19,39,8,10,3,4,277,900,3
2716,Corey Anderson,Tom Lawlor,Men's Lightheavyweight,UFC 196: McGregor vs Diaz,red,Decision - Unanimous,3,0,0,0,0,0,0,False,79,178,55,153,1,4,32,100,31,99,1,1,33,127,10,13,12,13,28,94,2,4,1,1,48,142,3,6,4,5,21,87,10,12,0,0,0.35947712418300654,0.4438202247191011,0.25,0.31313131313131315,0.32,1.0,0.25984251968503935,0.7692307692307693,0.9230769230769231,0.2978723404255319,0.5,1.0,0.3380281690140845,0.5,0.8,0.2413793103448276,0.8333333333333334,0.0,900,165,15,0,0,0,79,178,55,153,1,4,33,127,10,13,12,13,48,142,3,6,4,5,165,900,3,0,0,0,32,100,31,99,1,1,28,94,2,4,1,1,21,87,10,12,0,0,15,900,3
2717,Amanda Nunes,Valentina Shevchenko,Women's Bantamweight,UFC 196: McGregor vs Diaz,red,Decision - Unanimous,3,0,2,0,0,0,1,False,66,112,39,81,2,6,56,99,28,67,1,1,21,53,6,11,12,17,22,58,3,6,3,3,20,50,0,0,19,31,16,51,5,8,7,8,0.48148148148148145,0.5892857142857143,0.3333333333333333,0.417910447761194,0.5656565656565656,1.0,0.39622641509433965,0.5454545454545454,0.7058823529411765,0.3793103448275862,0.5,1.0,0.4,0.0,0.6129032258064516,0.3137254901960784,0.625,0.875,900,279,79,0,2,0,66,112,39,81,2,6,21,53,6,11,12,17,20,50,0,0,19,31,279,900,3,0,0,1,56,99,28,67,1,1,22,58,3,6,3,3,16,51,5,8,7,8,79,900,3
2718,Brandon Thatch,Siyar Bahadurzada,Men's Welterweight,UFC 196: McGregor vs Diaz,blue,Submission,3,0,0,0,0,1,1,False,57,85,30,53,1,2,170,235,84,138,3,3,16,33,5,9,9,11,67,118,15,18,2,2,21,43,6,7,3,3,18,49,19,25,47,64,0.5660377358490566,0.6705882352941176,0.5,0.6086956521739131,0.723404255319149,1.0,0.48484848484848486,0.5555555555555556,0.8181818181818182,0.5677966101694916,0.8333333333333334,1.0,0.4883720930232558,0.8571428571428571,1.0,0.3673469387755102,0.76,0.734375,851,29,499,0,0,0,57,85,30,53,1,2,16,33,5,9,9,11,21,43,6,7,3,3,29,851,3,0,1,1,170,235,84,138,3,3,67,118,15,18,2,2,18,49,19,25,47,64,499,851,3
2719,Erick Silva,Nordine Taleb,Men's Welterweight,UFC 196: McGregor vs Diaz,blue,KO/TKO,2,0,0,0,1,0,0,False,11,32,11,32,0,1,26,50,26,50,1,1,2,14,6,10,3,8,10,34,5,5,11,11,11,32,0,0,0,0,22,45,2,2,2,3,0.34375,0.34375,0.0,0.52,0.52,1.0,0.14285714285714285,0.6,0.375,0.29411764705882354,1.0,1.0,0.34375,0.0,0.0,0.4888888888888889,1.0,0.6666666666666666,394,0,5,0,0,0,11,32,11,32,0,1,2,14,6,10,3,8,11,32,0,0,0,0,0,394,2,1,0,0,26,50,26,50,1,1,10,34,5,5,11,11,22,45,2,2,2,3,5,394,2
2720,Vitor Miranda,Marcelo Guimaraes,Men's Middleweight,UFC 196: McGregor vs Diaz,red,KO/TKO,2,0,0,0,0,0,0,False,61,87,46,71,0,0,31,53,23,44,1,5,38,58,6,10,2,3,6,22,4,8,13,14,21,45,25,26,0,0,19,37,3,6,1,1,0.647887323943662,0.7011494252873564,0.0,0.5227272727272727,0.5849056603773585,0.2,0.6551724137931034,0.6,0.6666666666666666,0.2727272727272727,0.5,0.9285714285714286,0.4666666666666667,0.9615384615384616,0.0,0.5135135135135135,0.5,1.0,369,2,237,0,0,0,61,87,46,71,0,0,38,58,6,10,2,3,21,45,25,26,0,0,2,369,2,0,0,0,31,53,23,44,1,5,6,22,4,8,13,14,19,37,3,6,1,1,237,369,2
2721,Darren Elkins,Chas Skelly,Men's Featherweight,UFC 196: McGregor vs Diaz,red,Decision - Unanimous,3,0,0,0,0,2,0,False,193,255,104,153,7,11,32,83,27,72,0,1,73,118,26,29,5,6,23,65,4,7,0,0,24,65,32,36,48,52,20,62,5,8,2,2,0.6797385620915033,0.7568627450980392,0.6363636363636364,0.375,0.3855421686746988,0.0,0.6186440677966102,0.896551724137931,0.8333333333333334,0.35384615384615387,0.5714285714285714,0.0,0.36923076923076925,0.8888888888888888,0.9230769230769231,0.3225806451612903,0.625,1.0,900,522,63,0,0,0,193,255,104,153,7,11,73,118,26,29,5,6,24,65,32,36,48,52,522,900,3,0,2,0,32,83,27,72,0,1,23,65,4,7,0,0,20,62,5,8,2,2,63,900,3
2722,Diego Sanchez,Jim Miller,Men's Lightweight,UFC 196: McGregor vs Diaz,red,Decision - Unanimous,3,0,0,0,0,0,0,False,71,148,48,125,2,9,61,120,56,115,0,1,35,101,12,21,1,3,37,92,10,13,9,10,40,116,3,4,5,5,48,104,4,7,4,4,0.384,0.4797297297297297,0.2222222222222222,0.48695652173913045,0.5083333333333333,0.0,0.3465346534653465,0.5714285714285714,0.3333333333333333,0.40217391304347827,0.7692307692307693,0.9,0.3448275862068966,0.75,1.0,0.46153846153846156,0.5714285714285714,1.0,900,207,24,0,0,0,71,148,48,125,2,9,35,101,12,21,1,3,40,116,3,4,5,5,207,900,3,0,0,0,61,120,56,115,0,1,37,92,10,13,9,10,48,104,4,7,4,4,24,900,3
2723,Jason Saggo,Justin Salas,Men's Lightweight,UFC 196: McGregor vs Diaz,red,KO/TKO,1,0,0,1,0,0,0,False,31,56,20,35,0,0,2,4,1,3,1,1,19,33,0,0,1,2,0,1,1,1,0,1,1,7,0,0,19,28,1,3,0,0,0,0,0.5714285714285714,0.5535714285714286,0.0,0.3333333333333333,0.5,1.0,0.5757575757575758,0.0,0.5,0.0,1.0,0.0,0.14285714285714285,0.0,0.6785714285714286,0.3333333333333333,0.0,0.0,271,141,41,0,0,1,31,56,20,35,0,0,19,33,0,0,1,2,1,7,0,0,19,28,141,271,1,0,0,0,2,4,1,3,1,1,0,1,1,1,0,1,1,3,0,0,0,0,41,271,1
2724,Julian Erosa,Teruto Ishihara,Men's Featherweight,UFC 196: McGregor vs Diaz,blue,KO/TKO,2,0,0,0,1,0,0,False,24,52,16,44,1,1,31,55,27,51,0,0,4,27,9,13,3,4,19,42,3,3,5,6,14,38,2,4,0,2,22,39,1,4,4,8,0.36363636363636365,0.46153846153846156,1.0,0.5294117647058824,0.5636363636363636,0.0,0.14814814814814814,0.6923076923076923,0.75,0.4523809523809524,1.0,0.8333333333333334,0.3684210526315789,0.5,0.0,0.5641025641025641,0.25,0.5,334,64,8,0,0,0,24,52,16,44,1,1,4,27,9,13,3,4,14,38,2,4,0,2,64,334,2,1,0,0,31,55,27,51,0,0,19,42,3,3,5,6,22,39,1,4,4,8,8,334,2
2725,Anderson Silva,Michael Bisping,Men's Middleweight,UFC Fight Night: Silva vs Bisping,blue,Decision - Unanimous,5,1,0,0,1,0,0,False,75,135,75,135,0,0,112,320,108,316,0,1,47,104,15,18,13,13,58,251,12,20,38,45,69,126,4,5,2,4,98,299,4,6,6,11,0.5555555555555556,0.5555555555555556,0.0,0.34177215189873417,0.35,0.0,0.4519230769230769,0.8333333333333334,1.0,0.23107569721115537,0.6,0.8444444444444444,0.5476190476190477,0.8,0.5,0.3277591973244147,0.6666666666666666,0.5454545454545454,1500,5,44,1,0,0,75,135,75,135,0,0,47,104,15,18,13,13,69,126,4,5,2,4,5,1500,5,1,0,0,112,320,108,316,0,1,58,251,12,20,38,45,98,299,4,6,6,11,44,1500,5
2726,Gegard Mousasi,Thales Leites,Men's Middleweight,UFC Fight Night: Silva vs Bisping,red,Decision - Unanimous,3,0,0,0,0,0,0,False,95,187,81,171,0,0,19,72,17,70,0,10,55,141,11,11,15,19,12,60,0,3,5,7,66,154,9,9,6,8,17,69,0,1,0,0,0.47368421052631576,0.5080213903743316,0.0,0.24285714285714285,0.2638888888888889,0.0,0.3900709219858156,1.0,0.7894736842105263,0.2,0.0,0.7142857142857143,0.42857142857142855,1.0,0.75,0.2463768115942029,0.0,0.0,900,222,91,0,0,0,95,187,81,171,0,0,55,141,11,11,15,19,66,154,9,9,6,8,222,900,3,0,0,0,19,72,17,70,0,10,12,60,0,3,5,7,17,69,0,1,0,0,91,900,3
2727,Tom Breese,Keita Nakamura,Men's Welterweight,UFC Fight Night: Silva vs Bisping,red,Decision - Unanimous,3,0,1,1,0,1,1,False,88,121,32,59,0,0,16,27,6,16,3,6,26,50,4,7,2,2,4,9,2,5,0,2,13,31,9,11,10,17,6,15,0,1,0,0,0.5423728813559322,0.7272727272727273,0.0,0.375,0.5925925925925926,0.5,0.52,0.5714285714285714,1.0,0.4444444444444444,0.4,0.0,0.41935483870967744,0.8181818181818182,0.5882352941176471,0.4,0.0,0.0,900,386,239,0,1,1,88,121,32,59,0,0,26,50,4,7,2,2,13,31,9,11,10,17,386,900,3,0,1,1,16,27,6,16,3,6,4,9,2,5,0,2,6,15,0,1,0,0,239,900,3
2728,Francisco Rivera,Brad Pickett,Men's Bantamweight,UFC Fight Night: Silva vs Bisping,blue,Decision - Split,3,0,0,0,0,0,0,False,69,165,69,165,2,2,64,163,39,137,3,5,59,152,2,4,8,9,13,86,14,22,12,29,66,162,3,3,0,0,34,129,2,3,3,5,0.41818181818181815,0.41818181818181815,1.0,0.2846715328467153,0.39263803680981596,0.6,0.3881578947368421,0.5,0.8888888888888888,0.1511627906976744,0.6363636363636364,0.41379310344827586,0.4074074074074074,1.0,0.0,0.26356589147286824,0.6666666666666666,0.6,900,21,199,0,0,0,69,165,69,165,2,2,59,152,2,4,8,9,66,162,3,3,0,0,21,900,3,0,0,0,64,163,39,137,3,5,13,86,14,22,12,29,34,129,2,3,3,5,199,900,3
2729,Mike Wilkinson,Makwan Amirkhani,Men's Featherweight,UFC Fight Night: Silva vs Bisping,blue,Decision - Unanimous,3,0,2,1,0,0,3,False,70,94,13,23,0,0,54,77,32,50,4,7,13,23,0,0,0,0,32,49,0,1,0,0,1,6,1,1,11,16,5,8,0,0,27,42,0.5652173913043478,0.7446808510638298,0.0,0.64,0.7012987012987013,0.5714285714285714,0.5652173913043478,0.0,0.0,0.6530612244897959,0.0,0.0,0.16666666666666666,1.0,0.6875,0.625,0.0,0.6428571428571429,900,155,607,0,2,1,70,94,13,23,0,0,13,23,0,0,0,0,1,6,1,1,11,16,155,900,3,0,0,3,54,77,32,50,4,7,32,49,0,1,0,0,5,8,0,0,27,42,607,900,3
2730,Davey Grant,Marlon Vera,Men's Bantamweight,UFC Fight Night: Silva vs Bisping,red,Decision - Unanimous,3,0,0,1,0,0,0,False,112,154,72,109,1,5,28,72,23,66,1,6,46,76,14,18,12,15,9,46,13,19,1,1,33,58,16,22,23,29,13,48,6,8,4,10,0.6605504587155964,0.7272727272727273,0.2,0.3484848484848485,0.3888888888888889,0.16666666666666666,0.6052631578947368,0.7777777777777778,0.8,0.1956521739130435,0.6842105263157895,1.0,0.5689655172413793,0.7272727272727273,0.7931034482758621,0.2708333333333333,0.75,0.4,900,517,83,0,0,1,112,154,72,109,1,5,46,76,14,18,12,15,33,58,16,22,23,29,517,900,3,0,0,0,28,72,23,66,1,6,9,46,13,19,1,1,13,48,6,8,4,10,83,900,3
2731,Scott Askham,Chris Dempsey,Men's Middleweight,UFC Fight Night: Silva vs Bisping,red,KO/TKO,1,1,0,1,0,0,0,False,13,15,7,9,1,2,20,24,6,10,1,4,6,6,1,3,0,0,2,5,2,3,2,2,3,4,1,2,3,3,0,0,5,9,1,1,0.7777777777777778,0.8666666666666667,0.5,0.6,0.8333333333333334,0.25,1.0,0.3333333333333333,0.0,0.4,0.6666666666666666,1.0,0.75,0.5,1.0,0.0,0.5555555555555556,1.0,285,43,199,1,0,1,13,15,7,9,1,2,6,6,1,3,0,0,3,4,1,2,3,3,43,285,1,0,0,0,20,24,6,10,1,4,2,5,2,3,2,2,0,0,5,9,1,1,199,285,1
